Dataset	TF	Top_Method	Top_ROC_AUC	Top_MWU_Adjusted_P_Value	Top_MWU_Significant_FDR_BH	Top_N_Cells	Top_N_Pos	Top_N_Control	Second_Method	Second_ROC_AUC	Second_MWU_Adjusted_P_Value	Second_MWU_Significant_FDR_BH	AUC_Diff	DeLong_Z	DeLong_P_Value	DeLong_P_Value_FDR_BH	DeLong_Significant_FDR_BH
ReplogleWeissman2022_K562_essential	RAD51	ulm	0.5506186432415338	0.020873877796422368	True	10883	237	10646	zscore	0.5506186432415338	0.020873877796422368	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_K562_essential	POLR2A	viper	0.5444177839328096	0.007354406582599134	True	11028	382	10646	z-aggregate	0.5292780121432921	0.10429356160926079	False	0.015139771789517531	3.6944540372664503	0.00022035974736920563	0.0011568886736883297	True
ReplogleWeissman2022_K562_essential	POLR2F	viper	0.5404180276705473	0.03230164220026125	True	10956	310	10646	ulm	0.5291786101701078	0.16981661973843815	False	0.011239417500439441	2.4178679283599633	0.015611742064273511	0.054641097224957295	True
ReplogleWeissman2022_K562_gwps	SREBF2	ulm	0.8151585942590405	1.7525926461999392e-48	True	74803	188	74615	zscore	0.8151585942590405	1.7525926461999392e-48	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_K562_gwps	MAX	ulm	0.7374979119287621	8.787583998574034e-31	True	74824	209	74615	z-aggregate	0.7317864238978591	2.569851587355145e-29	True	0.005711488030903045	1.5215812132840894	0.12811404780533026	0.6286359597189406	False
ReplogleWeissman2022_K562_gwps	ATR	z-aggregate	0.6822991355625545	1.5894789647849057e-06	True	74689	74	74615	viper	0.6426600694375271	0.00034657385039279744	True	0.03963906612502743	3.85261758986456	0.0001168618247301033	0.003505854741903099	True
ReplogleWeissman2022_K562_gwps	RUVBL1	z-aggregate	0.6804489501132267	1.3317526627233032e-05	True	74678	63	74615	ulm	0.6747566609122597	2.9444750514753733e-05	True	0.005692289200966982	0.7336074478047925	0.46318802042538376	0.9443843250080984	False
ReplogleWeissman2022_K562_gwps	LIN52	zscore	0.6720855949429293	0.09873561626635269	True	74630	15	74615	z-aggregate	0.6685152672608278	0.09951314216135795	True	0.003570327682101526	0.13930364803944847	0.8892102072719066	0.9880113414132295	False
ReplogleWeissman2022_K562_gwps	MYC	ulm	0.6521671108971632	4.1591092690476144e-06	True	74713	98	74615	zscore	0.6471135502381613	8.6946031263407e-06	True	0.005053560659001866	0.48146836528385106	0.6301836580267279	0.9452754870400919	False
ReplogleWeissman2022_K562_gwps	STAT5B	z-aggregate	0.632974666781542	5.397747279071536e-06	True	74741	126	74615	ulm	0.6158137699449768	0.0001099420087167025	True	0.017160896836565187	3.2288055786436307	0.0012430837354742712	0.009323128016057034	True
ReplogleWeissman2022_K562_gwps	ESRRA	viper	0.6225778604680496	5.239946773237717e-08	True	74819	204	74615	zscore	0.621237253193846	7.891236299527953e-08	True	0.001340607274203598	0.2073759002618482	0.8357163023097749	0.9880113414132295	False
ReplogleWeissman2022_K562_gwps	MYB	ulm	0.6141416175779684	3.0453254879316334e-06	True	74796	181	74615	zscore	0.6085780302051451	8.6946031263407e-06	True	0.005563587372823253	0.9796217747156649	0.3272728524357318	0.8181821310893295	False
ReplogleWeissman2022_K562_gwps	LIN9	zscore	0.6111852748872785	0.026337579829053385	True	74671	56	74615	z-aggregate	0.6024564191420723	0.04463071995212282	True	0.00872885574520621	0.6678430695013406	0.5042337708393769	0.9443843250080984	False
ReplogleWeissman2022_K562_gwps	TRRAP	viper	0.5949544893222438	2.3647629870697997e-07	True	74923	308	74615	z-aggregate	0.5743378781641866	8.13864494485398e-05	True	0.02061661115805724	3.6311785285758322	0.0002821299292346963	0.004231948938520445	True
ReplogleWeissman2022_K562_gwps	ATF6	ulm	0.5936575206796463	0.0026614947137308317	True	74742	127	74615	zscore	0.5936575206796463	0.0024397034875865958	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_K562_gwps	ARNT	zscore	0.5876299772524046	0.024282406198155526	True	74708	93	74615	ulm	0.5855362185383175	0.02854632365834006	True	0.002093758714087124	0.6167664637282791	0.5373887751616075	0.9443843250080984	False
ReplogleWeissman2022_K562_gwps	HIF1A	zscore	0.5870907696545973	0.0012861465613137391	True	74777	162	74615	ulm	0.5817799684470819	0.0027468326296719013	True	0.00531080120751537	1.3583076867232953	0.1743660722136532	0.6286359597189406	False
ReplogleWeissman2022_K562_gwps	TFDP1	zscore	0.5867854988943242	2.860466513278529e-06	True	74930	315	74615	z-aggregate	0.5780680721885574	2.6973582631372903e-05	True	0.008717426705766806	1.254816669283076	0.20954531990631353	0.6286359597189406	False
ReplogleWeissman2022_K562_gwps	CARM1	ulm	0.5842200716365515	0.0026851990521214947	True	74770	155	74615	zscore	0.5842200716365515	0.0024786452788813796	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_K562_gwps	POLR2I	z-aggregate	0.5833322803087595	0.023483819793508054	True	74720	105	74615	viper	0.5746526135750823	0.05082750288551081	True	0.00867966673367715	0.9862986573400041	0.32398657844601997	0.8181821310893295	False
ReplogleWeissman2022_K562_gwps	YY1	z-aggregate	0.5769328004970973	0.003892905710105352	True	74791	176	74615	viper	0.5741727991568841	0.005757826679935997	True	0.0027600013402131474	0.3324140990624625	0.7395765937641714	0.9880113414132295	False
ReplogleWeissman2022_K562_gwps	SP1	ulm	0.5729119803145147	0.0032252400744789277	True	74812	197	74615	viper	0.5656903407032582	0.010729090389696485	True	0.007221639611256547	1.2764685233212472	0.20178994685635943	0.6286359597189406	False
ReplogleWeissman2022_K562_gwps	CTDP1	z-aggregate	0.5717396499671766	0.04463071995212282	True	74728	113	74615	viper	0.567916247355896	0.0723017723052668	True	0.0038234026112806685	0.5143217261954917	0.6070270742602117	0.9452754870400919	False
ReplogleWeissman2022_K562_gwps	NELFE	viper	0.568576631022462	0.03416623032793491	True	74754	139	74615	ulm	0.5678303540910487	0.035443143372877586	True	0.000746276931413381	0.14671150071001812	0.8833597405843815	0.9880113414132295	False
ReplogleWeissman2022_K562_gwps	ATF4	viper	0.5665161420860091	0.0955403448544701	True	74718	103	74615	z-aggregate	0.5553805326891637	0.17376485158709745	False	0.011135609396845436	1.3148090069549707	0.18857409962095784	0.6286359597189406	False
ReplogleWeissman2022_K562_gwps	NCOA6	z-aggregate	0.5640292156262732	0.003387803217026945	True	74878	263	74615	ulm	0.5593051173463577	0.006642249326470743	True	0.00472409827991549	0.7195329494073979	0.4718126081312721	0.9443843250080984	False
ReplogleWeissman2022_K562_gwps	SUPT5H	z-aggregate	0.5624054643292934	0.06397992010969995	True	74744	129	74615	viper	0.5310545555037824	0.46812808149381757	False	0.03135090882551095	3.3811556052316787	0.0007218165402305874	0.007218165402305874	True
ReplogleWeissman2022_K562_gwps	RBL1	z-aggregate	0.5462011977691014	0.05671678915559751	True	74868	253	74615	viper	0.5452561621329411	0.0723017723052668	True	0.0009450356361602186	0.1709478418479351	0.8642647779391899	0.9880113414132295	False
ReplogleWeissman2022_K562_gwps	TFAP2A	ulm	0.544458812922886	0.0556006230239894	True	74897	282	74615	z-aggregate	0.5431823312388939	0.05728720923335768	True	0.0012764816839920812	0.2017341980144394	0.8401245260550506	0.9880113414132295	False
ReplogleWeissman2022_K562_gwps	AR	zscore	0.5433451971693687	0.07904163830547249	True	74880	265	74615	z-aggregate	0.5292601897286575	0.24995438426963956	False	0.014085007440711172	1.2658343856030432	0.20557238156335778	0.6286359597189406	False
ReplogleWeissman2022_K562_gwps	E2F6	ulm	0.5412803267298447	0.06908773766018661	True	74919	304	74615	z-aggregate	0.5384271276764584	0.08929772170116543	True	0.002853199053386324	0.5730208231176821	0.566630595004859	0.9443843250080984	False
ReplogleWeissman2022_K562_gwps	E2F3	z-aggregate	0.5371445802739778	0.05728720923335768	True	75000	385	74615	zscore	0.5347274450403847	0.09115934367663321	True	0.002417135233593104	0.6860107502657884	0.4927063293512479	0.9443843250080984	False
ReplogleWeissman2022_K562_gwps	USF2	zscore	0.5347086236094255	0.08124228471790747	True	75020	405	74615	ulm	0.5343813137893864	0.08269726097322873	True	0.00032730982003914555	0.3452779993316359	0.7298853848098896	0.9880113414132295	False
ReplogleWeissman2022_rpe1	TRRAP	zscore	0.9196858845176553	1.8426081445659683e-08	True	11429	16	11413	ulm	0.9167944449312189	2.3386545893093762e-08	True	0.0028914395864364506	1.2754853475414871	0.20213750710474754	0.42853151506206477	False
ReplogleWeissman2022_rpe1	RUVBL1	zscore	0.8859266696820364	5.507614769431046e-43	True	11524	111	11413	ulm	0.8858193162057177	5.818535822285418e-43	True	0.0001073534763186279	0.09068378746779361	0.9277438532728147	1.0	False
ReplogleWeissman2022_rpe1	RUVBL2	ulm	0.8769444201057275	5.582303417738156e-23	True	11473	60	11413	zscore	0.8769444201057275	5.582303417738156e-23	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_rpe1	CDK7	ulm	0.8598674026694705	0.02628406004706694	True	11416	3	11413	zscore	0.8598674026694705	0.026925134682361254	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_rpe1	MYC	ulm	0.837767621174548	3.4502951895050113e-26	True	11499	86	11413	zscore	0.8239991523334265	3.819661119843879e-24	True	0.013768468841121484	2.1527359219203404	0.031339438645126456	0.13841585401597517	False
ReplogleWeissman2022_rpe1	POLR2K	z-aggregate	0.8073271707701744	4.554557602734995e-06	True	11433	20	11413	ulm	0.8029922018750548	6.091045603442358e-06	True	0.004334968895119529	0.18507988729896693	0.8531663766792078	1.0	False
ReplogleWeissman2022_rpe1	SUPT5H	z-aggregate	0.7994079433227772	0.006742653107124164	True	11420	7	11413	ulm	0.7089033808564169	0.05377663609339386	True	0.0905045624663603	1.3192893853023424	0.18707238510698931	0.4217037445697933	False
ReplogleWeissman2022_rpe1	SRF	ulm	0.7893519393858341	1.6855080806332675e-21	True	11508	95	11413	zscore	0.7855677044183226	5.839980004792568e-21	True	0.0037842349675115683	1.716007201734773	0.08616072431476526	0.25369546603792	False
ReplogleWeissman2022_rpe1	SUPT4H1	z-aggregate	0.7821398843424165	0.00017221640323212395	True	11429	16	11413	ulm	0.7659357749934286	0.00038604920099839747	True	0.01620410934898797	0.958416958328243	0.3378525472651114	0.6886994232711886	False
ReplogleWeissman2022_rpe1	ELL	ulm	0.7724845223568331	7.759296423996053e-32	True	11577	164	11413	zscore	0.7692287143672278	2.896372486314618e-31	True	0.0032558079896052305	0.6018406007263544	0.5472802463918669	1.0	False
ReplogleWeissman2022_rpe1	NELFE	z-aggregate	0.7641740377361717	1.0699166458256112e-15	True	11495	82	11413	ulm	0.7209440240376294	2.0215138346112605e-11	True	0.04323001369854229	4.419613429710437	9.887761251923759e-06	8.734189105865987e-05	True
ReplogleWeissman2022_rpe1	MAX	ulm	0.7564130840914425	8.578790011976262e-16	True	11500	87	11413	z-aggregate	0.744860418296941	1.801634118094431e-14	True	0.011552665794501427	1.6525026754962735	0.09843212017059162	0.2707745077448044	False
ReplogleWeissman2022_rpe1	CCNH	ulm	0.7547321532039016	1.885364108809423e-11	True	11475	62	11413	zscore	0.7547321532039016	1.885364108809423e-11	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_rpe1	MNAT1	ulm	0.7516518653926249	5.611516646914917e-13	True	11486	73	11413	zscore	0.7516518653926249	5.611516646914917e-13	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_rpe1	POLR2C	z-aggregate	0.7509954535276536	0.00037308327250672115	True	11431	18	11413	ulm	0.7413573215728653	0.000625802033835707	True	0.009638131954788354	0.44474848818928375	0.6565015241063786	1.0	False
ReplogleWeissman2022_rpe1	ATR	z-aggregate	0.7381763297654345	2.537554165384993e-23	True	11568	155	11413	ulm	0.7181301458721379	5.908082783556835e-20	True	0.0200461838932966	2.889606784744723	0.0038572397594275917	0.022714856361073597	True
ReplogleWeissman2022_rpe1	NELFA	z-aggregate	0.7246771562792765	5.537535729476011e-08	True	11465	52	11413	ulm	0.6816299226927458	1.2701936222570924e-05	True	0.04304723358653073	3.7617508909452964	0.00016872805413942546	0.0011178233586736938	True
ReplogleWeissman2022_rpe1	GTF2H4	ulm	0.7236093552465234	2.3386545893093762e-08	True	11469	56	11413	zscore	0.7236093552465234	2.050910968005457e-08	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_rpe1	GTF2F2	z-aggregate	0.7187970864401108	1.0354549200586723e-08	True	11474	61	11413	ulm	0.7095546780849563	4.3534525284789705e-08	True	0.009242408355154441	0.8257759797969745	0.4089311823036633	0.7740483093605056	False
ReplogleWeissman2022_rpe1	SUPT16H	z-aggregate	0.6965635074340514	0.0003948577261839027	True	11442	29	11413	ulm	0.6470842384818281	0.007006238870952915	True	0.04947926895222332	1.8122062255096996	0.06995433749858106	0.2428272858327809	False
ReplogleWeissman2022_rpe1	GTF2H1	z-aggregate	0.693876327548917	0.00391341299295777	True	11432	19	11413	ulm	0.6409588327253777	0.034625951559395574	True	0.05291749482353936	1.7678706539907496	0.07708252978384653	0.2428272858327809	False
ReplogleWeissman2022_rpe1	ERCC3	ulm	0.6936940712155094	0.0018759185823899952	True	11436	23	11413	zscore	0.6936940712155094	0.002076909859074638	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_rpe1	POLR2H	z-aggregate	0.6924033996319986	0.0104436849212182	True	11428	15	11413	ulm	0.6486521218493531	0.04679358684076837	True	0.04375127778264554	1.5644646120510077	0.11770849730818637	0.28357047078790354	False
ReplogleWeissman2022_rpe1	NELFB	z-aggregate	0.6912407810814649	1.3817611044710267e-14	True	11558	145	11413	ulm	0.6480577200228413	3.1217047051298676e-09	True	0.04318306105862357	5.566964932048838	2.5921453586753354e-08	6.869185200489639e-07	True
ReplogleWeissman2022_rpe1	POLR2B	z-aggregate	0.6876102385151943	0.002243288294923568	True	11436	23	11413	ulm	0.6838921291128728	0.0030673780192265548	True	0.0037181094023215344	0.15793296382677977	0.8745096226458655	1.0	False
ReplogleWeissman2022_rpe1	HDAC3	ulm	0.6833242496291028	2.827487355080219e-06	True	11472	59	11413	viper	0.6684779622405018	1.8221614199317095e-05	True	0.014846287388600943	1.5948613105078713	0.11074325306031381	0.27949487677126816	False
ReplogleWeissman2022_rpe1	GTF2H2	ulm	0.6808006887645287	4.3417545417785854e-05	True	11459	46	11413	z-aggregate	0.6779902018674356	6.061049557644073e-05	True	0.0028104868970930674	0.18358909272736723	0.8543358204230527	1.0	False
ReplogleWeissman2022_rpe1	NELFCD	z-aggregate	0.6803703940850176	8.365476199379457e-10	True	11517	104	11413	viper	0.622693251285646	3.388600709806127e-05	True	0.05767714279937164	5.486799086402335	4.092821838907215e-08	7.230651915402746e-07	True
ReplogleWeissman2022_rpe1	POLR2I	z-aggregate	0.6799766883082425	6.675141594529073e-13	True	11555	142	11413	ulm	0.6435908890652247	1.3174720218407463e-08	True	0.03638579924301788	4.752692701585709	2.0072530758906327e-06	2.6596103255550883e-05	True
ReplogleWeissman2022_rpe1	CHEK1	zscore	0.6775574902623005	1.1915578858694856e-05	True	11468	55	11413	ulm	0.6753606334084734	1.4134146739248648e-05	True	0.0021968568538270894	0.5169458498493676	0.6051939599501223	1.0	False
ReplogleWeissman2022_rpe1	NRF1	z-aggregate	0.6772746735351445	1.735651692938363e-05	True	11466	53	11413	viper	0.619475639332175	0.0036225190022895664	True	0.0577990342029695	4.463318786816567	8.069985073324157e-06	8.554184177723606e-05	True
ReplogleWeissman2022_rpe1	POLR2E	ulm	0.6732000094030555	1.6186702109566213e-07	True	11495	82	11413	zscore	0.6732000094030555	1.528744088125698e-07	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_rpe1	CTDP1	ulm	0.6667459413450827	0.009103458435843566	True	11434	21	11413	zscore	0.6667459413450827	0.009582587827203755	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_rpe1	TFDP1	zscore	0.637744750575953	3.1753567898500525e-09	True	11580	167	11413	ulm	0.6086168152610927	3.247282486643461e-06	True	0.029127935314860354	3.9138223939989523	9.084646704361991e-05	0.0006878375361874079	True
ReplogleWeissman2022_rpe1	CLOCK	zscore	0.6343824579871193	3.200191280157346e-32	True	12128	715	11413	ulm	0.6245617345941538	6.6044480512174025e-28	True	0.00982072339296558	9.730597785645886	2.2327693399065317e-22	1.1833677501504618e-20	True
ReplogleWeissman2022_rpe1	CDK12	ulm	0.6331294357311837	0.00038604920099839747	True	11477	64	11413	zscore	0.6331294357311837	0.0004169331370782693	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_rpe1	CDK9	ulm	0.6320570110108357	0.019094218602636596	True	11440	27	11413	zscore	0.6320570110108357	0.019571574067702515	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_rpe1	GTF2H3	z-aggregate	0.6270627062706271	0.0005536245305100468	True	11479	66	11413	ulm	0.606834577263036	0.0034576265204141286	True	0.020228129007591078	1.991653884536653	0.0464090467765756	0.1892061137814236	False
ReplogleWeissman2022_rpe1	NFYB	ulm	0.6221275538554192	0.00031838424256782445	True	11492	79	11413	zscore	0.6221275538554192	0.00034606982887807003	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_rpe1	NF1	ulm	0.6217596475197456	0.0012926641476745764	True	11476	63	11413	z-aggregate	0.6209606422083422	0.001262867726673851	True	0.0007990053114033113	0.04308104847071442	0.9656369264015296	1.0	False
ReplogleWeissman2022_rpe1	HSF1	ulm	0.6078248719142989	0.09623981964670651	True	11432	19	11413	z-aggregate	0.6075297329453485	0.09140724274073256	True	0.0002951389689503925	0.011067410004883687	0.9911696646971065	1.0	False
ReplogleWeissman2022_rpe1	POLR2F	ulm	0.6030261686092756	0.0025059236038671717	True	11490	77	11413	zscore	0.6030261686092756	0.0025867598491532092	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_rpe1	YY1	ulm	0.6015692019912013	0.0017088098614946854	True	11499	86	11413	z-aggregate	0.5959279401906027	0.002507021247825272	True	0.0056412618005986515	0.5182696995240362	0.6042701107260013	1.0	False
ReplogleWeissman2022_rpe1	ERCC2	z-aggregate	0.5995272281888328	0.0012518124928673096	True	11507	94	11413	viper	0.5698279863761182	0.021183038386490896	True	0.02969924181271455	2.656733807311261	0.00789017169855862	0.04181791000236069	True
ReplogleWeissman2022_rpe1	GABPB1	viper	0.5907079646017699	0.030872871884461903	True	11461	48	11413	ulm	0.579720859254067	0.05440441169656819	True	0.010987105347702864	1.307743905006349	0.19096018622028377	0.4217037445697933	False
ReplogleWeissman2022_rpe1	GABPA	z-aggregate	0.5883530302574571	0.012932705830930473	True	11480	67	11413	ulm	0.563498550356951	0.06876859290774734	True	0.024854479900506155	1.7630740733148478	0.0778879973425901	0.2428272858327809	False
ReplogleWeissman2022_rpe1	ELOB	z-aggregate	0.5871550650640286	0.0008302167630020204	True	11545	132	11413	ulm	0.5759925550077132	0.003453398068438923	True	0.011162510056315411	1.634380121718959	0.10217905952634129	0.2707745077448044	False
ReplogleWeissman2022_rpe1	KAT5	z-aggregate	0.5836831470757695	0.08750882152528874	True	11446	33	11413	viper	0.5780967477278701	0.11429623702993139	False	0.005586399347899396	0.3283752860504253	0.7426279267978158	1.0	False
ReplogleWeissman2022_rpe1	NFYC	ulm	0.5769955314115482	0.00519249957126178	True	11529	116	11413	zscore	0.5769955314115482	0.005419680473558277	True	0.0	0.0	1.0	1.0	False
ReplogleWeissman2022_rpe1	CDC6	z-aggregate	0.570697888372908	0.025602672723930048	True	11497	84	11413	ulm	0.5483471229550263	0.11460731812038616	False	0.022350765417881724	2.549938982820691	0.010774177405982905	0.05191194568337217	True
ReplogleWeissman2022_rpe1	TGS1	z-aggregate	0.5628863771332886	0.07849062376044655	True	11476	63	11413	viper	0.5190627785913864	0.42466618064737643	False	0.04382359854190221	1.809770447720451	0.0703313925638045	0.2428272858327809	False
ReplogleWeissman2022_rpe1	DNMT1	z-aggregate	0.5476078344244032	0.07804814406343877	True	11525	112	11413	ulm	0.5407524001451979	0.11963240494047302	False	0.006855434279205319	0.8838642092813118	0.3767695197942359	0.739584612929426	False
ReplogleWeissman2022_rpe1	MYBL2	z-aggregate	0.5323611528816119	0.0017426923866694446	True	12301	888	11413	zscore	0.5315371557485813	0.0025433128757518515	True	0.0008239971330306073	0.4417695297865779	0.6586559898668474	1.0	False
SunshineHein2023	IRF9	zscore	0.7940127985264227	5.187657721281612e-36	True	3236	164	3072	ulm	0.7841499142530488	1.1021958351087946e-33	True	0.009862884273373895	3.6053614361475272	0.00031171878044366163	0.002805469023992955	True
SunshineHein2023	SREBF2	zscore	0.6847191220238096	3.677551336246972e-07	True	3142	70	3072	ulm	0.6734747023809524	1.5852580779639228e-06	True	0.011244419642857162	2.0385536763713046	0.04149459249398053	0.18672566622291237	False
SunshineHein2023	ATF4	viper	0.672550567208904	8.16628382015064e-12	True	3218	146	3072	z-aggregate	0.6630201644549086	1.2498878883936028e-10	True	0.009530402753995415	0.9131876182328066	0.3611438748193815	0.6149676642200345	False
SunshineHein2023	STAT1	viper	0.6247586935116087	9.299531816608331e-09	True	3273	201	3072	ulm	0.6140035499585407	1.851275514925919e-07	True	0.010755143553068058	1.1244425552670692	0.26082532738677255	0.6149676642200345	False
SunshineHein2023	SREBF1	ulm	0.6075714386261262	0.03844144289342412	True	3109	37	3072	zscore	0.5996621621621622	0.05839893482024001	True	0.007909276463963999	0.8239315669476758	0.40997844281335627	0.6149676642200345	False
SunshineHein2023	RELA	viper	0.5913849914965986	0.00042186134975490846	True	3219	147	3072	zscore	0.5867878401360545	0.0007038480133916522	True	0.004597151360544172	0.4591919513537015	0.6460963298725875	0.726858371106661	False
SunshineHein2023	HDAC2	zscore	0.5530775871829711	0.08688588843622802	True	3164	92	3072	ulm	0.5392429517663044	0.21000303458748043	False	0.01383463541666663	0.9212714645420486	0.3569087153305128	0.6149676642200345	False
SunshineHein2023	ATF6	viper	0.5505088283096926	0.06687723456354687	True	3213	141	3072	zscore	0.5493822030141844	0.06385236405431315	True	0.0011266252955082212	0.1357615763789991	0.8920097673659335	0.8920097673659335	False
SunshineHein2023	JAK1	z-aggregate	0.5433947172619047	0.0720154129429244	True	3247	175	3072	ulm	0.5401971726190475	0.08695556028458006	True	0.003197544642857153	0.4845485141148249	0.627996642840734	0.726858371106661	False
TianKampmann2021_CRISPRa	SPI1	z-aggregate	0.6478802992518703	0.007405293215155963	True	436	35	401	ulm	0.6015675097969363	0.06164758953734961	True	0.046312789454934	1.5718692612635727	0.11598087463675147	0.19330145772791912	False
TianKampmann2021_CRISPRa	PPARGC1A	z-aggregate	0.584032875557585	0.007405293215155963	True	543	142	401	ulm	0.5812932457588423	0.015866031015621042	True	0.0027396297987426488	0.1647810446262449	0.8691163242741029	1.0	False
TianKampmann2021_CRISPRa	TP53	zscore	0.5766371109263877	0.02888711321706374	True	509	108	401	viper	0.5095825251685601	0.6079733860282147	False	0.06705458575782763	2.795842959412085	0.005176454670077418	0.025882273350387088	True
TianKampmann2021_CRISPRa	BCL2	ulm	0.5520934505840661	0.06164758953734961	True	591	190	401	zscore	0.5520934505840661	0.05003496110294567	True	0.0	0.0	1.0	1.0	False
TianKampmann2021_CRISPRa	HDAC9	zscore	0.5385010755553864	0.07476421466186295	True	663	262	401	viper	0.5161999581199672	0.4803791809343436	False	0.022301117435419182	1.7750805387863333	0.07588458985349607	0.18971147463374016	False
TianKampmann2021_CRISPRi	PARP1	ulm	0.5559280600663523	0.06875647120876342	True	622	207	415	zscore	0.5549735172574355	0.07606385091934244	True	0.0009545428089168251	0.14243553120090358	0.8867359986435034	0.8867359986435034	False
WesselsSatija2023	MYB	z-aggregate	0.6312431644185199	0.08564372303024	True	435	13	422	ulm	0.6068173532628509	0.12647416146480683	False	0.024425811155668997	0.5871141021156847	0.5571270770367152	0.8735154439240104	False
WesselsSatija2023	EP300	ulm	0.6187389647802248	0.0007841403457400854	True	524	102	422	zscore	0.6035452095530155	0.003799634457879617	True	0.015193755227209338	4.525174492420362	6.034569533967966e-06	3.0172847669839827e-05	True
WesselsSatija2023	SUPT5H	viper	0.6122250577226881	0.004529796649756975	True	500	78	422	z-aggregate	0.6083363713695467	0.0024251605944117	True	0.003888686353141435	0.3869241590979514	0.6988123551392084	0.8735154439240104	False
WesselsSatija2023	HDAC3	ulm	0.60378642734698	0.0028497258434097127	True	516	94	422	z-aggregate	0.6028284763537359	0.0024251605944117	True	0.0009579509932440278	0.047691800630603486	0.9619618688175675	0.9619618688175675	False
WesselsSatija2023	SUPT16H	z-aggregate	0.5986577909627003	0.0024251605944117	True	553	131	422	viper	0.5882384863065736	0.004529796649756975	True	0.010419304656126727	1.3440837835855435	0.17892129536413648	0.4473032384103412	False
