Dataset	TF	Comparison_Type	N_Available_Priors	N_MWU_Significant_Options	Top_Prior	Top_ROC_AUC	Top_MWU_Adjusted_P_Value	Top_MWU_Significant_FDR_BH	Top_N_Cells	Top_N_Pos	Top_N_Control	Second_Prior	Second_ROC_AUC	Second_MWU_Adjusted_P_Value	Second_MWU_Significant_FDR_BH	AUC_Diff	DeLong_Z	DeLong_P_Value	DeLong_P_Value_FDR_BH	DeLong_Significant_FDR_BH
NadigOConner2024_hepg2	NELFB	top2_delong	2	2	causalpath	0.5829171104162988	0.007015706716586169	True	5030	107	4923	ensemble	0.5829171104162988	0.009092297762920538	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_hepg2	TFDP1	top2_delong	4	2	dorothea	0.5810797085934198	0.0025392844362169646	True	5071	148	4923	ensemble	0.5621421238423066	0.022784535085748295	True	0.01893758475111329	2.423349605048874	0.015378119315666402	0.1999155511036632	False
NadigOConner2024_hepg2	NELFE	top2_delong	2	2	causalpath	0.580875106266128	0.06077435742243857	True	4977	54	4923	ensemble	0.580875106266128	0.07065636675942044	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_hepg2	E4F1	top2_delong	2	2	collectri	0.5776965265082267	0.05087091294583604	True	5005	82	4923	ensemble	0.5776965265082267	0.03391394196389069	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_hepg2	NFYC	top2_delong	3	2	causalpath	0.5773477592662858	0.011908238048307127	True	5029	106	4923	ensemble	0.5553275154358248	0.08669050957677926	True	0.022020243830460973	1.8213968254462858	0.0685465573951861	0.4403403047208956	False
NadigOConner2024_hepg2	UBTF	top2_delong	2	2	collectri	0.5717836865953505	0.04949179483411821	True	5024	101	4923	ensemble	0.5717836865953505	0.029892295765036582	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_hepg2	CDK9	top2_delong	2	2	causalpath	0.5695214235738306	0.07594396729163515	True	4986	63	4923	ensemble	0.5695214235738306	0.09326295990629221	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_hepg2	SFPQ	top2_delong	2	2	collectri	0.5691202967254154	0.09647796952354691	True	5000	77	4923	ensemble	0.5691202967254154	0.06920732724678019	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_hepg2	TBP	top2_delong	4	1	causalpath	0.5683309635046381	0.06086126571630711	True	4998	75	4923	collectri	0.5368108876701198	0.36732650305534	False	0.031520075834518324	0.8130392610298429	0.4161955485950073	1.0	False
NadigOConner2024_hepg2	NFYB	top2_delong	4	1	causalpath	0.5628720761261895	0.04840595478516057	True	5027	104	4923	ensemble	0.5381959093110829	0.21667716376188473	False	0.024676166815106648	1.148981254317584	0.25056371045578096	0.7664301731588594	False
NadigOConner2024_hepg2	CDC6	top2_delong	2	1	causalpath	0.5608597757579398	0.09725991407192287	True	4994	71	4923	ensemble	0.5608597757579398	0.11836738478540403	False	0.0	0.0	1.0	1.0	False
NadigOConner2024_hepg2	ELL	top2_delong	2	2	causalpath	0.5408040460256085	0.06066876089815146	True	5149	226	4923	ensemble	0.5408040460256085	0.06920732724678019	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_hepg2	TFAM	top2_delong	2	2	collectri	0.5370948487100011	0.0012539544005503666	True	6127	1204	4923	ensemble	0.5370948487100011	0.00028736455012612567	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	ACTL6A	top2_delong	2	2	causalpath	0.9268238123199956	7.870749788839351e-05	True	11930	9	11921	ensemble	0.9268238123199956	8.929001861288339e-05	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	MYC	top2_delong	4	4	collectri	0.9199614855771512	4.254938274682521e-53	True	12036	115	11921	dorothea	0.9164346440151286	3.4414038356247445e-52	True	0.0035268415620225424	0.5989037622878881	0.5492370624280452	1.0	False
NadigOConner2024_jurkat	TRRAP	top2_delong	2	2	causalpath	0.8796673337567558	1.1196527124510268e-13	True	11956	35	11921	ensemble	0.8796673337567558	1.0669631730415668e-13	True	0.0	0.0	1.0	1.0	False
NadigOConner2024_jurkat	MAX	top2_delong	4	3	causalpath	0.8745226248239506	3.749300166293158e-28	True	11997	76	11921	ensemble	0.8482443631097709	2.328423613413798e-24	True	0.026278261714179685	1.959459695688298	0.05005897553233925	0.5840213812106245	False
NadigOConner2024_jurkat	MYB	top2_delong	4	3	collectri	0.7790002129403187	0.0020136641366239804	True	11934	13	11921	ensemble	0.7466655481922657	0.007788522183676097	True	0.03233466474805302	1.0830022991429893	0.2788074025338404	1.0	False
NadigOConner2024_jurkat	NRF1	top2_delong	4	4	collectri	0.7621885230027723	4.56740945282255e-15	True	12002	81	11921	ensemble	0.7595694287806247	1.237194127144647e-14	True	0.0026190942221475666	0.1357345113769118	0.8920311640581121	1.0	False
NadigOConner2024_jurkat	ATF4	top2_delong	4	2	dorothea	0.6946080930226556	7.1577182345763305e-06	True	11973	52	11921	ensemble	0.6670420008646668	0.0002351134797986594	True	0.027566092157988775	1.1196894408965226	0.2628461262282603	1.0	False
NadigOConner2024_jurkat	YY1	top2_delong	4	4	ensemble	0.6725210197905442	1.7413980167779034e-05	True	11986	65	11921	collectri	0.6540545772489401	0.00010838433994310887	True	0.018466442541604122	1.4438949904373617	0.14876851600827734	1.0	False
NadigOConner2024_jurkat	SRF	top2_delong	3	3	collectri	0.6715522785541211	3.046858011103158e-07	True	12008	87	11921	dorothea	0.6495858270009361	7.1577182345763305e-06	True	0.021966451553184996	0.648325867288806	0.5167742068846988	1.0	False
