source	interaction	target
A1BG	downregulates-expression	A2M
A2M	upregulates-expression	STAT3
AATF	downregulates-expression	BAX
AATF	downregulates-expression	CTNNB1
AATF	upregulates-expression	MYC
ABCA1	downregulates-expression	GLI2
ABCA1	upregulates-expression	NR1H2
ABCA1	upregulates-expression	NR1H3
ABCA1	downregulates-expression	SREBF2
ABCA3	upregulates-expression	CEBPA
ABCA3	upregulates-expression	FOXA2
ABCA3	upregulates-expression	GATA6
ABCA3	upregulates-expression	NFATC3
ABCA3	upregulates-expression	NKX2-1
ABCA3	upregulates-expression	SREBF1
ABCB1	upregulates-expression	CEBPB
ABCB1	upregulates-expression	CTNNB1
ABCB1	upregulates-expression	EGR1
ABCB1	upregulates-expression	FOXO1
ABCB1	upregulates-expression	HIF1A
ABCB1	upregulates-expression	NFKB1
ABCB1	upregulates-expression	RELA
ABCB1	upregulates-expression	RELB
ABCB1	upregulates-expression	SP1
ABCB1	upregulates-expression	TCF7L2
ABCG1	upregulates-expression	NR1H2
ABCG1	upregulates-expression	NR1H3
ABCG5	upregulates-expression	NR1H2
ABCG5	upregulates-expression	NR1H3
ABCG8	upregulates-expression	NR1H2
ABCG8	upregulates-expression	NR1H3
ABL1	upregulates-expression	BAX
ABL1	downregulates-expression	BCL2
ABL1	downregulates-expression	BCL6
ABL1	upregulates-expression	CCND2
ABL1	upregulates-expression	CDKN1A
ABL1	upregulates-expression	CSF1
ABL1	upregulates-expression	FOXO3
ABL1	upregulates-expression	JUN
ABL1	upregulates-expression	PIM1
ABL1	upregulates-expression	TP53
ACACA	upregulates-expression	SREBF1
ACADSB	upregulates-expression	FOXO1
ACAT2	upregulates-expression	SREBF1
ACE	upregulates-expression	EGR1
ACLY	upregulates-expression	SREBF1
ACLY	upregulates-expression	SREBF2
ACTA2	downregulates-expression	RBPJ
ACTL6A	upregulates-expression	CAD
ACTL6A	upregulates-expression	GPAM
ACTL6A	upregulates-expression	HSPD1
ACTL6A	upregulates-expression	NCL
ACTL6A	upregulates-expression	NME1
ACTL6A	upregulates-expression	PTMA
ADAM2	downregulates-expression	CTNNB1
ADAM2	downregulates-expression	LEF1
ADCY7	upregulates-expression	INCENP
ADD3	upregulates-expression	GLI2
ADH1A	upregulates-expression	CEBPB
ADH1A	upregulates-expression	DBP
ADH1A	upregulates-expression	HNF1A
ADH1B	upregulates-expression	CEBPA
ADH1B	upregulates-expression	CEBPB
ADH1B	upregulates-expression	DBP
ADH1C	upregulates-expression	CEBPB
ADH1C	upregulates-expression	DBP
ADIRF	upregulates-expression	PPARG
ADM	upregulates-expression	HIF1A
ADNP	upregulates-expression	ATF7IP
ADNP	upregulates-expression	BECN1
ADNP	upregulates-expression	DYRK1A
ADNP	upregulates-expression	TLK1
ADNP	upregulates-expression	ZMYM4
ADNP2	upregulates-expression	HBB
AEBP1	upregulates-expression	APOE
AEBP1	upregulates-expression	CD36
AEBP1	downregulates-expression	FABP4
AEBP1	upregulates-expression	TFAP2A
AEBP1	upregulates-expression	TNF
AEBP2	downregulates-expression	FABP4
AES	upregulates-expression	LEF1
AES	upregulates-expression	RND3
AGAP2	upregulates-expression	CCND1
AGO1	downregulates-expression	CDKN2A
AGO1	downregulates-expression	CHD1
AGO1	downregulates-expression	GREB1
AGO1	downregulates-expression	KPNA2
AGO1	downregulates-expression	MECP2
AGO1	downregulates-expression	MYC
AGO1	downregulates-expression	NLK
AGO1	downregulates-expression	NOTCH1
AGO1	downregulates-expression	NOTCH2
AGO1	downregulates-expression	NOTCH3
AGO1	downregulates-expression	NOTCH4
AGO1	downregulates-expression	PTEN
AGO1	downregulates-expression	RUNX1
AGO2	downregulates-expression	CHD1
AGO2	downregulates-expression	GREB1
AGO2	downregulates-expression	KPNA2
AGO2	downregulates-expression	MECP2
AGO2	downregulates-expression	MYC
AGO2	downregulates-expression	NLK
AGO2	downregulates-expression	NOTCH1
AGO2	downregulates-expression	NOTCH2
AGO2	downregulates-expression	NOTCH3
AGO2	downregulates-expression	NOTCH4
AGO2	downregulates-expression	PTEN
AGO2	downregulates-expression	RUNX1
AGO3	downregulates-expression	CDKN2A
AGO3	downregulates-expression	CHD1
AGO3	downregulates-expression	GREB1
AGO3	downregulates-expression	KPNA2
AGO3	downregulates-expression	MECP2
AGO3	downregulates-expression	MYC
AGO3	downregulates-expression	NLK
AGO3	downregulates-expression	NOTCH1
AGO3	downregulates-expression	NOTCH2
AGO3	downregulates-expression	NOTCH3
AGO3	downregulates-expression	NOTCH4
AGO3	downregulates-expression	PTEN
AGO3	downregulates-expression	RUNX1
AGO4	downregulates-expression	CDKN2A
AGO4	downregulates-expression	CHD1
AGO4	downregulates-expression	GREB1
AGO4	downregulates-expression	KPNA2
AGO4	downregulates-expression	MECP2
AGO4	downregulates-expression	MYC
AGO4	downregulates-expression	NLK
AGO4	downregulates-expression	NOTCH1
AGO4	downregulates-expression	NOTCH2
AGO4	downregulates-expression	NOTCH3
AGO4	downregulates-expression	NOTCH4
AGO4	downregulates-expression	PTEN
AGO4	downregulates-expression	RUNX1
AGRP	upregulates-expression	FOXO1
AGTR1	upregulates-expression	ANGPT2
AHR	upregulates-expression	ABCA4
AHR	upregulates-expression	ABCB1
AHR	upregulates-expression	ABCB6
AHR	upregulates-expression	ABCC2
AHR	upregulates-expression	ABCC3
AHR	upregulates-expression	ABCC4
AHR	upregulates-expression	ABCC5
AHR	upregulates-expression	ABCG2
AHR	upregulates-expression	ACHE
AHR	upregulates-expression	AFMID
AHR	upregulates-expression	AGR2
AHR	upregulates-expression	AHRR
AHR	upregulates-expression	AIP
AHR	upregulates-expression	ALB
AHR	upregulates-expression	ALDH3A1
AHR	upregulates-expression	APAF1
AHR	upregulates-expression	APOA1
AHR	upregulates-expression	APP
AHR	upregulates-expression	AREG
AHR	upregulates-expression	ARHGAP15
AHR	upregulates-expression	ARID5B
AHR	upregulates-expression	ARNT
AHR	upregulates-expression	ASAP1
AHR	upregulates-expression	ATM
AHR	upregulates-expression	BAX
AHR	downregulates-expression	BDNF
AHR	downregulates-expression	BRCA1
AHR	upregulates-expression	BTK
AHR	downregulates-expression	CA3
AHR	downregulates-expression	CA9
AHR	upregulates-expression	CAD
AHR	upregulates-expression	CAT
AHR	upregulates-expression	CBR1
AHR	upregulates-expression	CCL1
AHR	upregulates-expression	CCL2
AHR	upregulates-expression	CCND1
AHR	upregulates-expression	CCNG2
AHR	downregulates-expression	CD19
AHR	upregulates-expression	CD2
AHR	upregulates-expression	CD36
AHR	upregulates-expression	CD40
AHR	downregulates-expression	CD55
AHR	upregulates-expression	CDH1
AHR	downregulates-expression	CDH13
AHR	upregulates-expression	CDKN1A
AHR	upregulates-expression	CDKN1B
AHR	upregulates-expression	CDKN2A
AHR	upregulates-expression	CDKN2B
AHR	upregulates-expression	CDX2
AHR	upregulates-expression	CREB5
AHR	upregulates-expression	CREBBP
AHR	upregulates-expression	CRYAB
AHR	upregulates-expression	CSF2
AHR	upregulates-expression	CTNNA1
AHR	upregulates-expression	CTNNA2
AHR	upregulates-expression	CTSD
AHR	upregulates-expression	CTSG
AHR	upregulates-expression	CXCL13
AHR	upregulates-expression	CXCL8
AHR	upregulates-expression	CYP19A1
AHR	upregulates-expression	CYP1A1
AHR	upregulates-expression	CYP1A2
AHR	upregulates-expression	CYP1B1
AHR	upregulates-expression	CYP2B6
AHR	upregulates-expression	CYP2C8
AHR	upregulates-expression	DOCK4
AHR	upregulates-expression	DPEP1
AHR	upregulates-expression	EGLN1
AHR	upregulates-expression	EPB41L2
AHR	upregulates-expression	EREG
AHR	upregulates-expression	ERG
AHR	upregulates-expression	ESR1
AHR	upregulates-expression	ESR2
AHR	upregulates-expression	FASLG
AHR	upregulates-expression	FGF21
AHR	upregulates-expression	FGF9
AHR	upregulates-expression	FGFR1
AHR	upregulates-expression	FLG
AHR	upregulates-expression	FOS
AHR	downregulates-expression	FOXP3
AHR	upregulates-expression	FRMD4A
AHR	upregulates-expression	FSCN1
AHR	upregulates-expression	FSHR
AHR	upregulates-expression	FST
AHR	upregulates-expression	GAS7
AHR	downregulates-expression	GATA3
AHR	upregulates-expression	GCG
AHR	upregulates-expression	GCM1
AHR	upregulates-expression	GH1
AHR	upregulates-expression	GHRHR
AHR	upregulates-expression	GNRH1
AHR	upregulates-expression	GSTM1
AHR	upregulates-expression	GUCY1A1
AHR	upregulates-expression	HRK
AHR	upregulates-expression	HSD17B8
AHR	upregulates-expression	HSP90AB1
AHR	downregulates-expression	HSPB1
AHR	upregulates-expression	IDO1
AHR	upregulates-expression	IFNG
AHR	upregulates-expression	IGF1
AHR	upregulates-expression	IGFBP1
AHR	upregulates-expression	IGKV2D-26
AHR	upregulates-expression	IL10
AHR	downregulates-expression	IL12B
AHR	upregulates-expression	IL13
AHR	upregulates-expression	IL17A
AHR	upregulates-expression	IL1B
AHR	upregulates-expression	IL21
AHR	upregulates-expression	IL22
AHR	upregulates-expression	IL23A
AHR	upregulates-expression	IL4
AHR	upregulates-expression	IL6
AHR	upregulates-expression	INSM1
AHR	upregulates-expression	IRF3
AHR	upregulates-expression	ISL1
AHR	upregulates-expression	JUN
AHR	upregulates-expression	JUP
AHR	upregulates-expression	KAZN
AHR	upregulates-expression	KDM4C
AHR	upregulates-expression	KISS1
AHR	downregulates-expression	KNG1
AHR	upregulates-expression	L1CAM
AHR	upregulates-expression	LHB
AHR	upregulates-expression	LHFPL2
AHR	upregulates-expression	LPL
AHR	downregulates-expression	LTBP1
AHR	upregulates-expression	MAP4K4
AHR	upregulates-expression	MAST4
AHR	upregulates-expression	MDM2
AHR	upregulates-expression	MFSD2A
AHR	upregulates-expression	MID1
AHR	upregulates-expression	MMP1
AHR	downregulates-expression	MMP2
AHR	upregulates-expression	MMP9
AHR	upregulates-expression	MT2A
AHR	upregulates-expression	MYC
AHR	upregulates-expression	MYO1B
AHR	upregulates-expression	NAT1
AHR	upregulates-expression	NCF1
AHR	upregulates-expression	NCF4
AHR	upregulates-expression	NCOR2
AHR	upregulates-expression	NFATC2
AHR	upregulates-expression	NFE2L2
AHR	upregulates-expression	NFIC
AHR	downregulates-expression	NQO1
AHR	upregulates-expression	NR1I3
AHR	upregulates-expression	NR5A2
AHR	upregulates-expression	NRIP1
AHR	upregulates-expression	NRP2
AHR	upregulates-expression	PAEP
AHR	upregulates-expression	PAH
AHR	upregulates-expression	PAX5
AHR	upregulates-expression	PCNA
AHR	upregulates-expression	PDLIM7
AHR	downregulates-expression	PER1
AHR	upregulates-expression	PHACTR3
AHR	upregulates-expression	PHB2
AHR	upregulates-expression	PLCB1
AHR	upregulates-expression	POLK
AHR	upregulates-expression	PON1
AHR	upregulates-expression	PPARGC1B
AHR	upregulates-expression	PPIG
AHR	upregulates-expression	PRDM1
AHR	upregulates-expression	PRL
AHR	upregulates-expression	PTGS2
AHR	upregulates-expression	RAPGEF4
AHR	upregulates-expression	RB1
AHR	upregulates-expression	RBMS1
AHR	upregulates-expression	RFC1
AHR	upregulates-expression	RFC3
AHR	upregulates-expression	RHOA
AHR	upregulates-expression	RNASE2
AHR	downregulates-expression	RORC
AHR	upregulates-expression	RUNX1
AHR	downregulates-expression	SAA1
AHR	upregulates-expression	SDHB
AHR	upregulates-expression	SERPINB2
AHR	upregulates-expression	SERPINE1
AHR	upregulates-expression	SIM1
AHR	upregulates-expression	SIPA1L2
AHR	upregulates-expression	SLC2A1
AHR	upregulates-expression	SLC35A2
AHR	upregulates-expression	SLC7A5
AHR	downregulates-expression	SLCO1B1
AHR	upregulates-expression	SLCO2B1
AHR	upregulates-expression	SLCO3A1
AHR	upregulates-expression	SMAD2
AHR	upregulates-expression	SMAD3
AHR	upregulates-expression	SMAD4
AHR	upregulates-expression	SMARCA4
AHR	upregulates-expression	SMOC2
AHR	upregulates-expression	SNAI2
AHR	upregulates-expression	SOD1
AHR	upregulates-expression	SOS1
AHR	upregulates-expression	SPP1
AHR	upregulates-expression	SRSF3
AHR	upregulates-expression	STAR
AHR	upregulates-expression	STC2
AHR	upregulates-expression	STS
AHR	upregulates-expression	SULF2
AHR	upregulates-expression	SULT1E1
AHR	upregulates-expression	TAC3
AHR	downregulates-expression	TBX21
AHR	upregulates-expression	TDO2
AHR	upregulates-expression	TF
AHR	upregulates-expression	TFDP2
AHR	downregulates-expression	TGFB1
AHR	downregulates-expression	TGFB2
AHR	upregulates-expression	TH
AHR	upregulates-expression	THBS1
AHR	upregulates-expression	TNF
AHR	upregulates-expression	TNFRSF11A
AHR	upregulates-expression	TNFSF13B
AHR	upregulates-expression	TP53
AHR	upregulates-expression	TRIM37
AHR	upregulates-expression	TRIO
AHR	upregulates-expression	TRPS1
AHR	upregulates-expression	TSHZ2
AHR	upregulates-expression	UBE2L3
AHR	upregulates-expression	UGT1A1
AHR	upregulates-expression	UGT1A3
AHR	upregulates-expression	UGT1A4
AHR	upregulates-expression	UGT1A6
AHR	upregulates-expression	UGT1A7
AHR	upregulates-expression	UTRN
AHR	downregulates-expression	VEGFA
AHR	upregulates-expression	VGLL4
AHR	upregulates-expression	VIT
AHR	upregulates-expression	WIF1
AHR	upregulates-expression	XPO1
AHR	upregulates-expression	YY1
AHR	upregulates-expression	ZNF217
AHR	upregulates-expression	ZNF385D
AHRR	downregulates-expression	AHR
AHRR	downregulates-expression	ARNT
AHRR	downregulates-expression	CYP1A1
AHRR	upregulates-expression	CYP1A2
AHRR	upregulates-expression	MYC
AIFM2	upregulates-expression	TP53
AIM1	upregulates-expression	CTNNB1
AIMP2	upregulates-expression	MYC
AIP	upregulates-expression	AHR
AIP	downregulates-expression	ESR1
AIP	downregulates-expression	GREB1
AIP	downregulates-expression	NFKB2
AIP	downregulates-expression	RSF1
AIP	downregulates-expression	TFF1
AIRE	upregulates-expression	BMP2
AIRE	upregulates-expression	CD28
AIRE	upregulates-expression	CHRNA1
AIRE	upregulates-expression	COL2A1
AIRE	upregulates-expression	CREBBP
AIRE	upregulates-expression	CSTB
AIRE	upregulates-expression	CXCL8
AIRE	upregulates-expression	CYP2A13
AIRE	upregulates-expression	F11
AIRE	upregulates-expression	FOS
AIRE	downregulates-expression	ICA1
AIRE	upregulates-expression	IFNB1
AIRE	upregulates-expression	IL2RA
AIRE	upregulates-expression	INS
AIRE	upregulates-expression	MUC6
AIRE	upregulates-expression	NFKBIA
AIRE	upregulates-expression	PIAS1
AIRE	upregulates-expression	RAC1
AIRE	upregulates-expression	TG
AIRE	upregulates-expression	TLR3
AIRE	upregulates-expression	TLR8
AIRE	upregulates-expression	TSHR
AIRE	upregulates-expression	TSPOAP1
AKAP13	upregulates-expression	CTNNB1
AKAP4	downregulates-expression	GLI2
AKNA	upregulates-expression	CD40
AKNA	upregulates-expression	CD40LG
AKR1C4	upregulates-expression	HNF1A
AKR1C4	upregulates-expression	HNF4A
AKR1C4	upregulates-expression	HNF4G
AKT1	upregulates-expression	CTNNB1
AKT1	upregulates-expression	MCL1
AKT1	upregulates-expression	MYC
AKT1	downregulates-expression	PCK2
AKT1	upregulates-expression	TCF7L2
AKT1	upregulates-expression	TERT
ALB	upregulates-expression	CEBPA
ALB	upregulates-expression	EP300
ALB	upregulates-expression	HNF1A
ALB	upregulates-expression	PAG1
ALCAM	downregulates-expression	GLI1
ALDH1A1	upregulates-expression	CTNNB1
ALDH3A2	upregulates-expression	CTNNB1
ALDH9A1	downregulates-expression	MYC
ALDOA	upregulates-expression	HIF1A
ALPI	upregulates-expression	GATA4
ALPI	upregulates-expression	SMAD2
ALPI	upregulates-expression	SMAD3
ALPI	upregulates-expression	SMAD4
ALPP	upregulates-expression	FOXO1
ALX1	upregulates-expression	CREBBP
ALX1	upregulates-expression	OGA
ALX1	downregulates-expression	PRL
ALX1	upregulates-expression	TRAF4
ALX3	upregulates-expression	INS
ALX3	upregulates-expression	SST
ALX4	downregulates-expression	NCAM1
AMHR2	upregulates-expression	CTNNB1
AMHR2	upregulates-expression	NR5A1
AMHR2	upregulates-expression	TCF7L2
ANAPC1	upregulates-expression	CXCL8
ANAPC1	upregulates-expression	IL6
ANAPC10	upregulates-expression	CXCL8
ANAPC10	upregulates-expression	IL6
ANAPC11	upregulates-expression	CXCL8
ANAPC11	upregulates-expression	IL6
ANAPC15	upregulates-expression	CXCL8
ANAPC15	upregulates-expression	IL6
ANAPC16	upregulates-expression	CXCL8
ANAPC16	upregulates-expression	IL6
ANAPC2	upregulates-expression	CXCL8
ANAPC2	upregulates-expression	IL6
ANAPC4	upregulates-expression	CXCL8
ANAPC4	upregulates-expression	IL6
ANAPC5	upregulates-expression	CXCL8
ANAPC5	upregulates-expression	IL6
ANAPC7	upregulates-expression	CXCL8
ANAPC7	upregulates-expression	IL6
ANGPT1	downregulates-expression	ANGPT2
ANGPT1	upregulates-expression	ELF2
ANGPT2	upregulates-expression	CDKN1A
ANGPT2	upregulates-expression	E2F1
ANGPT4	downregulates-expression	ANGPT2
ANKRD1	downregulates-expression	NPPA
ANKRD1	upregulates-expression	SMAD2
ANKRD1	upregulates-expression	SMAD3
ANKRD1	upregulates-expression	SMAD4
ANKRD1	downregulates-expression	SMAD6
ANXA8	upregulates-expression	FOXO4
AP1	downregulates-expression	ABCB1
AP1	upregulates-expression	ABCB11
AP1	upregulates-expression	ABCC3
AP1	upregulates-expression	ABCC8
AP1	upregulates-expression	ABL1
AP1	upregulates-expression	ACE
AP1	upregulates-expression	ACHE
AP1	upregulates-expression	ACTB
AP1	upregulates-expression	ADAM10
AP1	upregulates-expression	ADM
AP1	upregulates-expression	ADRA1D
AP1	upregulates-expression	AFP
AP1	upregulates-expression	AGT
AP1	upregulates-expression	AGTR1
AP1	upregulates-expression	AGTRAP
AP1	upregulates-expression	AHSG
AP1	upregulates-expression	AKR1B1
AP1	upregulates-expression	AKR1B10
AP1	upregulates-expression	AKR1B15
AP1	upregulates-expression	AKT1
AP1	upregulates-expression	ALAS2
AP1	downregulates-expression	ALB
AP1	upregulates-expression	ALK
AP1	upregulates-expression	AMY2A
AP1	upregulates-expression	ANKRD2
AP1	upregulates-expression	AP3B1
AP1	upregulates-expression	APC
AP1	upregulates-expression	APEX1
AP1	upregulates-expression	APOB
AP1	downregulates-expression	APOE
AP1	downregulates-expression	APOM
AP1	upregulates-expression	APP
AP1	upregulates-expression	APRT
AP1	upregulates-expression	AQP1
AP1	upregulates-expression	AQP5
AP1	downregulates-expression	AR
AP1	upregulates-expression	AREG
AP1	upregulates-expression	ASAH2
AP1	upregulates-expression	ASIC3
AP1	upregulates-expression	ATM
AP1	upregulates-expression	AXIN1
AP1	upregulates-expression	AXL
AP1	upregulates-expression	B3GNT9
AP1	upregulates-expression	BABAM2
AP1	upregulates-expression	BACE1
AP1	upregulates-expression	BAK1
AP1	upregulates-expression	BAX
AP1	upregulates-expression	BBC3
AP1	upregulates-expression	BCL2
AP1	upregulates-expression	BCL2A1
AP1	upregulates-expression	BCL2L1
AP1	upregulates-expression	BCL3
AP1	upregulates-expression	BDNF
AP1	upregulates-expression	BGLAP
AP1	upregulates-expression	BIRC3
AP1	upregulates-expression	BMP2
AP1	upregulates-expression	BMP4
AP1	upregulates-expression	BPIFA1
AP1	upregulates-expression	BRCA1
AP1	upregulates-expression	BTG1
AP1	upregulates-expression	BTK
AP1	upregulates-expression	C1QTNF3
AP1	upregulates-expression	C3AR1
AP1	upregulates-expression	C5
AP1	upregulates-expression	CA2
AP1	upregulates-expression	CABIN1
AP1	upregulates-expression	CALCB
AP1	upregulates-expression	CAMK4
AP1	upregulates-expression	CAPN1
AP1	upregulates-expression	CAPN6
AP1	upregulates-expression	CAPNS1
AP1	upregulates-expression	CASP14
AP1	upregulates-expression	CASP8
AP1	upregulates-expression	CAT
AP1	upregulates-expression	CCK
AP1	upregulates-expression	CCL11
AP1	upregulates-expression	CCL15
AP1	upregulates-expression	CCL2
AP1	upregulates-expression	CCL23
AP1	upregulates-expression	CCL4
AP1	upregulates-expression	CCL5
AP1	upregulates-expression	CCL7
AP1	upregulates-expression	CCN1
AP1	upregulates-expression	CCN2
AP1	upregulates-expression	CCNA2
AP1	upregulates-expression	CCND1
AP1	upregulates-expression	CCR4
AP1	upregulates-expression	CCR5
AP1	upregulates-expression	CCR7
AP1	upregulates-expression	CCT2
AP1	upregulates-expression	CD14
AP1	upregulates-expression	CD164
AP1	upregulates-expression	CD244
AP1	upregulates-expression	CD28
AP1	upregulates-expression	CD320
AP1	upregulates-expression	CD38
AP1	upregulates-expression	CD3E
AP1	upregulates-expression	CD40
AP1	upregulates-expression	CD40LG
AP1	upregulates-expression	CD44
AP1	upregulates-expression	CD69
AP1	upregulates-expression	CD80
AP1	upregulates-expression	CD82
AP1	upregulates-expression	CD8A
AP1	upregulates-expression	CD9
AP1	upregulates-expression	CDH1
AP1	upregulates-expression	CDH13
AP1	upregulates-expression	CDH17
AP1	downregulates-expression	CDH2
AP1	downregulates-expression	CDKN1A
AP1	downregulates-expression	CDKN1B
AP1	upregulates-expression	CDKN2A
AP1	upregulates-expression	CDX2
AP1	upregulates-expression	CFH
AP1	upregulates-expression	CFI
AP1	upregulates-expression	CIITA
AP1	upregulates-expression	CISH
AP1	upregulates-expression	CLDN2
AP1	upregulates-expression	CLU
AP1	upregulates-expression	CNR1
AP1	upregulates-expression	COL1A2
AP1	upregulates-expression	COPS5
AP1	upregulates-expression	CP
AP1	upregulates-expression	CPB2
AP1	downregulates-expression	CPS1
AP1	upregulates-expression	CR2
AP1	upregulates-expression	CRABP1
AP1	upregulates-expression	CREB1
AP1	upregulates-expression	CREM
AP1	upregulates-expression	CRH
AP1	upregulates-expression	CRHR1
AP1	upregulates-expression	CRP
AP1	upregulates-expression	CRYAA
AP1	upregulates-expression	CSF1
AP1	upregulates-expression	CSF2
AP1	upregulates-expression	CSHL1
AP1	upregulates-expression	CTLA4
AP1	upregulates-expression	CTNNB1
AP1	upregulates-expression	CTSB
AP1	upregulates-expression	CTSK
AP1	upregulates-expression	CXCL1
AP1	upregulates-expression	CXCL12
AP1	upregulates-expression	CXCL14
AP1	upregulates-expression	CXCL16
AP1	upregulates-expression	CXCL2
AP1	upregulates-expression	CXCL8
AP1	upregulates-expression	CXCR4
AP1	upregulates-expression	CYGB
AP1	upregulates-expression	CYP11A1
AP1	upregulates-expression	CYP11B1
AP1	downregulates-expression	CYP17A1
AP1	downregulates-expression	CYP19A1
AP1	upregulates-expression	CYP1A1
AP1	upregulates-expression	CYP1A2
AP1	upregulates-expression	CYP2B6
AP1	upregulates-expression	CYP2J2
AP1	upregulates-expression	CYP4B1
AP1	upregulates-expression	DAB1
AP1	upregulates-expression	DACH1
AP1	upregulates-expression	DBH
AP1	downregulates-expression	DCN
AP1	upregulates-expression	DCSTAMP
AP1	upregulates-expression	DDIT3
AP1	upregulates-expression	DDX53
AP1	upregulates-expression	DEFB4B
AP1	upregulates-expression	DIDO1
AP1	downregulates-expression	DIO2
AP1	upregulates-expression	DIO3
AP1	upregulates-expression	DLD
AP1	upregulates-expression	DLST
AP1	upregulates-expression	DMP1
AP1	upregulates-expression	DNAJB4
AP1	upregulates-expression	DNASE1
AP1	upregulates-expression	DRD2
AP1	upregulates-expression	DUSP1
AP1	upregulates-expression	DYNC1H1
AP1	upregulates-expression	EDN1
AP1	upregulates-expression	EDN3
AP1	upregulates-expression	EDNRA
AP1	upregulates-expression	EGF
AP1	upregulates-expression	EGFR
AP1	upregulates-expression	EGR1
AP1	upregulates-expression	EIF4E
AP1	downregulates-expression	ELN
AP1	upregulates-expression	ELP1
AP1	downregulates-expression	ENPP1
AP1	upregulates-expression	ENPP2
AP1	upregulates-expression	EPHB2
AP1	upregulates-expression	EPHX2
AP1	upregulates-expression	EPO
AP1	upregulates-expression	ERBB4
AP1	upregulates-expression	ERCC1
AP1	upregulates-expression	ERCC4
AP1	upregulates-expression	ERVW-1
AP1	upregulates-expression	ESR1
AP1	upregulates-expression	ESR2
AP1	upregulates-expression	ETS1
AP1	upregulates-expression	EZR
AP1	upregulates-expression	F2R
AP1	upregulates-expression	F3
AP1	upregulates-expression	FADD
AP1	upregulates-expression	FAS
AP1	upregulates-expression	FASLG
AP1	upregulates-expression	FASN
AP1	upregulates-expression	FGF2
AP1	upregulates-expression	FGFBP1
AP1	upregulates-expression	FGFR1
AP1	upregulates-expression	FLG
AP1	upregulates-expression	FLT1
AP1	upregulates-expression	FN1
AP1	upregulates-expression	FOS
AP1	upregulates-expression	FOSB
AP1	upregulates-expression	FOSL1
AP1	upregulates-expression	FSHB
AP1	upregulates-expression	FTMT
AP1	upregulates-expression	GADD45A
AP1	upregulates-expression	GADD45B
AP1	upregulates-expression	GAP43
AP1	upregulates-expression	GAST
AP1	upregulates-expression	GC
AP1	upregulates-expression	GCLC
AP1	upregulates-expression	GFAP
AP1	downregulates-expression	GH1
AP1	upregulates-expression	GHRHR
AP1	upregulates-expression	GIP
AP1	upregulates-expression	GJA1
AP1	upregulates-expression	GLRX
AP1	upregulates-expression	GNLY
AP1	upregulates-expression	GNRHR
AP1	upregulates-expression	GPER1
AP1	upregulates-expression	GPRC5A
AP1	upregulates-expression	GRB2
AP1	upregulates-expression	GRIN1
AP1	upregulates-expression	GRIN2B
AP1	upregulates-expression	GSK3B
AP1	upregulates-expression	GSS
AP1	upregulates-expression	GSTK1
AP1	upregulates-expression	GSTP1
AP1	upregulates-expression	GZMB
AP1	upregulates-expression	HAMP
AP1	upregulates-expression	HAVCR2
AP1	upregulates-expression	HBA2
AP1	upregulates-expression	HBB
AP1	upregulates-expression	HBE1
AP1	upregulates-expression	HBEGF
AP1	upregulates-expression	HCRT
AP1	upregulates-expression	HDC
AP1	upregulates-expression	HERPUD1
AP1	upregulates-expression	HGF
AP1	upregulates-expression	HLA-DQB1
AP1	upregulates-expression	HLA-DRB1
AP1	upregulates-expression	HMBS
AP1	upregulates-expression	HMGB1
AP1	upregulates-expression	HMOX1
AP1	upregulates-expression	HNRNPC
AP1	upregulates-expression	HP
AP1	upregulates-expression	HPCAL1
AP1	upregulates-expression	HRAS
AP1	upregulates-expression	HTT
AP1	upregulates-expression	IBSP
AP1	upregulates-expression	ICAM1
AP1	upregulates-expression	ICOS
AP1	upregulates-expression	IFNA1
AP1	upregulates-expression	IFNAR1
AP1	upregulates-expression	IFNB1
AP1	upregulates-expression	IFNE
AP1	upregulates-expression	IFNG
AP1	upregulates-expression	IGF1
AP1	upregulates-expression	IGF2
AP1	upregulates-expression	IGFBP2
AP1	upregulates-expression	IGFBP4
AP1	upregulates-expression	IGHE
AP1	upregulates-expression	IGHMBP2
AP1	upregulates-expression	IL10
AP1	upregulates-expression	IL11
AP1	upregulates-expression	IL12B
AP1	upregulates-expression	IL13
AP1	upregulates-expression	IL17A
AP1	upregulates-expression	IL18
AP1	upregulates-expression	IL18R1
AP1	upregulates-expression	IL1A
AP1	upregulates-expression	IL1B
AP1	upregulates-expression	IL1RL1
AP1	upregulates-expression	IL1RN
AP1	upregulates-expression	IL2
AP1	upregulates-expression	IL20
AP1	upregulates-expression	IL21
AP1	upregulates-expression	IL21R
AP1	upregulates-expression	IL23A
AP1	upregulates-expression	IL24
AP1	upregulates-expression	IL27
AP1	upregulates-expression	IL2RA
AP1	upregulates-expression	IL3
AP1	upregulates-expression	IL4
AP1	upregulates-expression	IL5
AP1	upregulates-expression	IL6
AP1	upregulates-expression	IL6ST
AP1	upregulates-expression	IL7R
AP1	upregulates-expression	ILK
AP1	upregulates-expression	INE1
AP1	downregulates-expression	INS
AP1	upregulates-expression	INSR
AP1	upregulates-expression	INTU
AP1	upregulates-expression	IRAK1
AP1	upregulates-expression	IRS2
AP1	upregulates-expression	ITGA5
AP1	upregulates-expression	ITGAX
AP1	upregulates-expression	ITPR1
AP1	upregulates-expression	IVL
AP1	upregulates-expression	JUN
AP1	upregulates-expression	KBTBD7
AP1	upregulates-expression	KIFBP
