source	interaction	target
BRCA1	downregulates-expression	BARD1
BRCA1	upregulates-expression	BRCA2
BRCA1	upregulates-expression	CASR
BRCA1	upregulates-expression	CCNB1
BRCA1	upregulates-expression	CCND1
BRCA1	downregulates-expression	CDH3
BRCA1	upregulates-expression	CDKN1A
BRCA1	upregulates-expression	CDKN1B
BRCA1	upregulates-expression	CHEK1
BRCA1	downregulates-expression	CTSD
BRCA1	downregulates-expression	CXCL1
BRCA1	upregulates-expression	CYP19A1
BRCA1	upregulates-expression	CYP1A1
BRCA1	upregulates-expression	CYP1B1
BRCA1	upregulates-expression	DDB2
BRCA1	upregulates-expression	DDIT3
BRCA1	upregulates-expression	E2F1
BRCA1	downregulates-expression	E2F4
BRCA1	downregulates-expression	E2F6
BRCA1	downregulates-expression	EGFR
BRCA1	upregulates-expression	EGR1
BRCA1	upregulates-expression	EP300
BRCA1	upregulates-expression	ESR1
BRCA1	upregulates-expression	FANCD2
BRCA1	upregulates-expression	FANCI
BRCA1	upregulates-expression	FOS
BRCA1	downregulates-expression	FOXC1
BRCA1	downregulates-expression	FOXC2
BRCA1	upregulates-expression	FST
BRCA1	upregulates-expression	GADD45A
BRCA1	upregulates-expression	HIF1A
BRCA1	downregulates-expression	HMGA2
BRCA1	downregulates-expression	HNRNPA2B1
BRCA1	downregulates-expression	HSPA5
BRCA1	upregulates-expression	IFNA1
BRCA1	downregulates-expression	IGF1
BRCA1	upregulates-expression	IGF1R
BRCA1	upregulates-expression	IRF7
BRCA1	upregulates-expression	IRF9
BRCA1	upregulates-expression	JAK1
BRCA1	upregulates-expression	JAK2
BRCA1	downregulates-expression	KHSRP
BRCA1	upregulates-expression	KLK3
BRCA1	upregulates-expression	KRT17
BRCA1	upregulates-expression	KRT18
BRCA1	upregulates-expression	KRT5
BRCA1	upregulates-expression	MAD2L1
BRCA1	upregulates-expression	MDC1
BRCA1	upregulates-expression	MDM2
BRCA1	upregulates-expression	MYC
BRCA1	upregulates-expression	NOS3
BRCA1	upregulates-expression	NTHL1
BRCA1	upregulates-expression	RAD51D
BRCA1	downregulates-expression	RBL1
BRCA1	downregulates-expression	RBL2
BRCA1	upregulates-expression	RNASEL
BRCA1	upregulates-expression	S100A2
BRCA1	downregulates-expression	S100A7
BRCA1	upregulates-expression	SIRT1
BRCA1	upregulates-expression	STAT1
BRCA1	upregulates-expression	STAT2
BRCA1	upregulates-expression	STAT3
BRCA1	downregulates-expression	TFF1
BRCA1	upregulates-expression	TP63
BRCA1	upregulates-expression	VEGFA
BRCA1	upregulates-expression	XPC
BRD2	upregulates-expression	GLI2
BRD4	upregulates-expression	ANKRD37
BRD4	upregulates-expression	BCL2
BRD4	upregulates-expression	DMAP1
BRD4	upregulates-expression	HNRNPH1
BRD4	upregulates-expression	HS1BP3
BRD4	upregulates-expression	IL7R
BRD4	upregulates-expression	KAT5
BRD4	upregulates-expression	KDM5C
BRD4	upregulates-expression	MLF2
BRD4	upregulates-expression	STC2
BRD4	upregulates-expression	TNF
BRD7	upregulates-expression	BRD2
BRD7	upregulates-expression	BRD3
BRD7	downregulates-expression	E2F3
BSX	upregulates-expression	AGRP
BSX	upregulates-expression	APP
BSX	upregulates-expression	MT-ATP6
BSX	upregulates-expression	NPY
BTAF1	downregulates-expression	DR1
BTAF1	downregulates-expression	TBP
BTC	upregulates-expression	FOS
BTF3	upregulates-expression	ABL2
BTF3	upregulates-expression	ATM
BTF3	upregulates-expression	EPHB2
BTF3	upregulates-expression	HPSE2
BTF3	downregulates-expression	MADCAM1
BTF3	downregulates-expression	MRVI1
BTF3	downregulates-expression	NFKB1
BTF3	downregulates-expression	RRAS2
BTF3	downregulates-expression	SSPN
BTG2	upregulates-expression	CAT
BTG2	downregulates-expression	CCND1
BTG2	downregulates-expression	HRAS
BTG2	downregulates-expression	KLK3
BTG2	upregulates-expression	SOD1
BTG2	upregulates-expression	SOD2
BTG2	upregulates-expression	SPHK1
BTRC	upregulates-expression	CTNNB1
C10ORF10	upregulates-expression	FOXO3
C1QBP	upregulates-expression	MYC
C7ORF68	upregulates-expression	CTNNB1
CAD	upregulates-expression	MYC
CALCOCO1	upregulates-expression	TFF1
CALM2	upregulates-expression	CBLB
CALM2	upregulates-expression	ITCH
CALM2	upregulates-expression	RNF128
CALR	upregulates-expression	ATF6
CALR	upregulates-expression	YY1
CAMK1	upregulates-expression	GLI2
CAMTA1	upregulates-expression	ANXA2
CAMTA1	upregulates-expression	HSP90B2P
CAMTA1	upregulates-expression	NELFE
CAMTA1	upregulates-expression	NPPA
CAMTA1	upregulates-expression	RAB18
CARF	upregulates-expression	BDNF
CARF	upregulates-expression	CDKN2AIP
CARF	upregulates-expression	CREBBP
CARM1	upregulates-expression	ABCA1
CARM1	upregulates-expression	ABCB4
CARM1	upregulates-expression	ACADM
CARM1	upregulates-expression	ACOX1
CARM1	upregulates-expression	ACSL1
CARM1	upregulates-expression	AGT
CARM1	upregulates-expression	ALAS1
CARM1	upregulates-expression	ANGPTL4
CARM1	upregulates-expression	ANKRD1
CARM1	upregulates-expression	APOA1
CARM1	upregulates-expression	APOA2
CARM1	upregulates-expression	APOA5
CARM1	upregulates-expression	CD36
CARM1	upregulates-expression	CPT1A
CARM1	upregulates-expression	CPT2
CARM1	upregulates-expression	CYP1A1
CARM1	upregulates-expression	CYP4A11
CARM1	upregulates-expression	CYP7A1
CARM1	upregulates-expression	FABP1
CARM1	upregulates-expression	FADS1
CARM1	upregulates-expression	FDFT1
CARM1	upregulates-expression	FHL2
CARM1	upregulates-expression	G0S2
CARM1	upregulates-expression	GADD45A
CARM1	upregulates-expression	GLIPR1
CARM1	upregulates-expression	GRHL1
CARM1	upregulates-expression	HMGCR
CARM1	upregulates-expression	HMGCS1
CARM1	upregulates-expression	HMGCS2
CARM1	upregulates-expression	KLK2
CARM1	upregulates-expression	KLK3
CARM1	upregulates-expression	ME1
CARM1	upregulates-expression	NPAS2
CARM1	upregulates-expression	PEX11A
CARM1	upregulates-expression	PLIN2
CARM1	upregulates-expression	PPARA
CARM1	upregulates-expression	RGL1
CARM1	upregulates-expression	SLC27A1
CARM1	upregulates-expression	SULT2A1
CARM1	upregulates-expression	TFF1
CARM1	upregulates-expression	TIAM2
CARM1	upregulates-expression	TNFRSF21
CARM1	upregulates-expression	TRIB3
CARM1	upregulates-expression	TXNRD1
CARM1	upregulates-expression	UGT1A9
CASP1	upregulates-expression	TP53
CASP4	downregulates-expression	CTNNB1
CASP4	downregulates-expression	LEF1
CASP7	upregulates-expression	TP53
CASP8	downregulates-expression	KLK3
CASZ1	upregulates-expression	BRMS1
CASZ1	upregulates-expression	EGFL7
CASZ1	upregulates-expression	KISS1
CASZ1	upregulates-expression	TP53
CAT	upregulates-expression	EGR1
CAV1	upregulates-expression	TP53
CBFA2T3	upregulates-expression	EPB42
CBFA2T3	upregulates-expression	TCF12
CBFA2T3	downregulates-expression	ZNF652
CBFB	upregulates-expression	AXIN1
CBFB	upregulates-expression	BAX
CBFB	upregulates-expression	BLK
CBFB	downregulates-expression	CDKN1A
CBFB	upregulates-expression	CLDN5
CBFB	upregulates-expression	CR1
CBFB	upregulates-expression	CSF2
CBFB	upregulates-expression	FOXP3
CBFB	upregulates-expression	GATA1
CBFB	upregulates-expression	GPAM
CBFB	upregulates-expression	IGHA1
CBFB	upregulates-expression	IHH
CBFB	upregulates-expression	IL3
CBFB	upregulates-expression	ITCH
CBFB	upregulates-expression	ITGA4
CBFB	upregulates-expression	ITGA5
CBFB	upregulates-expression	ITGAL
CBFB	upregulates-expression	ITGBL1
CBFB	upregulates-expression	KCTD6
CBFB	upregulates-expression	LGALS3
CBFB	upregulates-expression	LIFR
CBFB	upregulates-expression	MMP13
CBFB	upregulates-expression	MYB
CBFB	upregulates-expression	MYL9
CBFB	upregulates-expression	NFE2
CBFB	upregulates-expression	NR4A3
CBFB	upregulates-expression	OCLN
CBFB	upregulates-expression	PF4
CBFB	upregulates-expression	PRKCB
CBFB	upregulates-expression	PRKCQ
CBFB	upregulates-expression	RORC
CBFB	upregulates-expression	RSPO3
CBFB	upregulates-expression	RUNX1
CBFB	upregulates-expression	RUNX2
CBFB	upregulates-expression	RUNX3
CBFB	downregulates-expression	SERPINB13
CBFB	upregulates-expression	SMAD6
CBFB	upregulates-expression	SMURF1
CBFB	downregulates-expression	SOCS3
CBFB	downregulates-expression	SOCS4
CBFB	upregulates-expression	SPP1
CBFB	upregulates-expression	TJP1
CBFB	upregulates-expression	UCMA
CBLB	upregulates-expression	FOXO3
CBX3	downregulates-expression	CDC7
CBX3	downregulates-expression	E2F1
CBX3	upregulates-expression	MYC
CBX3	downregulates-expression	UXT
CBX5	downregulates-expression	E2F6
CBX7	downregulates-expression	CCNE1
CBX7	upregulates-expression	CDH1
CBX8	downregulates-expression	CDKN1A
CC2D1A	downregulates-expression	HTR1A
CC2D1B	downregulates-expression	HTR1A
CCDC59	upregulates-expression	SFTPB
CCDC59	upregulates-expression	SFTPC
CCDC62	upregulates-expression	CXCL12
CCL17	upregulates-expression	GLI2
CCL2	upregulates-expression	CTNNB1
CCL2	upregulates-expression	STAT3
CCL2	upregulates-expression	TCF7L2
CCL5	upregulates-expression	NFKB1
CCL5	upregulates-expression	STAT1
CCNA2	upregulates-expression	E2F1
CCNA2	upregulates-expression	MYC
CCNB1	downregulates-expression	FOXO1
CCNB1	upregulates-expression	MYC
CCNB2	downregulates-expression	FOXO1
CCNC	upregulates-expression	ADIPOQ
CCNC	upregulates-expression	ANGPTL4
CCNC	upregulates-expression	CD36
CCNC	upregulates-expression	CEBPA
CCNC	upregulates-expression	FABP4
CCNC	downregulates-expression	LEP
CCNC	upregulates-expression	LPL
CCNC	upregulates-expression	PCK1
CCNC	upregulates-expression	PLIN1
CCND1	upregulates-expression	CTNNB1
CCND1	upregulates-expression	E2F1
CCND1	upregulates-expression	E2F4
CCND1	upregulates-expression	ETS1
CCND1	downregulates-expression	FOXO1
CCND1	downregulates-expression	FOXO3
CCND1	upregulates-expression	GLI2
CCND1	downregulates-expression	HBP1
CCND1	upregulates-expression	JUN
CCND1	downregulates-expression	KLK3
CCND1	upregulates-expression	MSI1
CCND1	upregulates-expression	NFKB1
CCND1	upregulates-expression	RELA
CCND1	upregulates-expression	STAT3
CCND2	downregulates-expression	FOXO1
CCND2	downregulates-expression	FOXO3
CCND2	upregulates-expression	GLI1
CCND2	upregulates-expression	MYC
CCND3	upregulates-expression	E2F1
CCND3	upregulates-expression	E2F2
CCND3	upregulates-expression	E2F3
CCND3	upregulates-expression	FABP4
CCND3	downregulates-expression	HBP1
CCND3	downregulates-expression	KLK3
CCNE1	upregulates-expression	E2F1
CCNE1	downregulates-expression	HBP1
CCNE1	upregulates-expression	MYC
CCNG2	upregulates-expression	FOXO1
CCNG2	upregulates-expression	FOXO3
CCNG2	downregulates-expression	GLI2
CCNH	upregulates-expression	ATM
CCNH	upregulates-expression	ATR
CCNH	upregulates-expression	BRCA1
CCNH	upregulates-expression	CHEK1
CCNH	upregulates-expression	FANCD2
CCNH	upregulates-expression	FANCI
CCNH	upregulates-expression	MDC1
CCNH	upregulates-expression	RAD51D
CCNK	upregulates-expression	ATM
CCNK	upregulates-expression	ATR
CCNK	upregulates-expression	BRCA1
CCNK	upregulates-expression	CHEK1
CCNK	upregulates-expression	FANCD2
CCNK	upregulates-expression	FANCI
CCNK	upregulates-expression	MDC1
CCNK	upregulates-expression	RAD51D
CCNT1	upregulates-expression	ATM
CCNT1	upregulates-expression	ATR
CCNT1	upregulates-expression	BRCA1
CCNT1	upregulates-expression	CHEK1
CCNT1	upregulates-expression	FANCD2
CCNT1	upregulates-expression	FANCI
CCNT1	upregulates-expression	MDC1
CCNT1	upregulates-expression	MYB
CCNT1	upregulates-expression	RAD51D
CCNT2	upregulates-expression	ATM
CCNT2	upregulates-expression	ATR
CCNT2	upregulates-expression	BRCA1
CCNT2	upregulates-expression	CHEK1
CCNT2	upregulates-expression	FANCD2
CCNT2	upregulates-expression	FANCI
CCNT2	upregulates-expression	MDC1
CCNT2	upregulates-expression	RAD51D
CCPG1	downregulates-expression	GLI1
CCT3	upregulates-expression	MYC
CCT5	upregulates-expression	MYC
CD14	upregulates-expression	CTNNB1
CD247	upregulates-expression	EOMES
CD247	upregulates-expression	FASLG
CD247	upregulates-expression	FOS
CD247	upregulates-expression	IFNG
CD247	upregulates-expression	PRF1
CD28	upregulates-expression	IFNG
CD28	upregulates-expression	PRF1
CD36	upregulates-expression	NR1H2
CD36	upregulates-expression	NR1H3
CD3D	upregulates-expression	ELF1
CD3D	upregulates-expression	ELF2
CD3D	upregulates-expression	EOMES
CD3D	upregulates-expression	ETS1
CD3D	upregulates-expression	FOS
CD3D	upregulates-expression	IFNG
CD3D	upregulates-expression	PRF1
CD3D	downregulates-expression	YY1
CD3E	upregulates-expression	EOMES
CD3E	upregulates-expression	FOS
CD3E	upregulates-expression	IFNG
CD3E	upregulates-expression	PRF1
CD3G	upregulates-expression	EOMES
CD3G	upregulates-expression	FOS
CD3G	upregulates-expression	IFNG
CD3G	upregulates-expression	PRF1
CD4	upregulates-expression	FOS
CD4	upregulates-expression	IFNG
CD40LG	upregulates-expression	IRF4
CD44	upregulates-expression	CTNNB1
CD44	upregulates-expression	EGR1
CD44	upregulates-expression	TCF7L2
CD55	upregulates-expression	FOXO3
CD80	upregulates-expression	IFNG
CD80	upregulates-expression	PRF1
CD83	upregulates-expression	NFKB1
CD86	upregulates-expression	IFNG
CD86	upregulates-expression	PRF1
CD8A	upregulates-expression	EOMES
CD8A	upregulates-expression	PRF1
CD8B	upregulates-expression	EOMES
CD8B	upregulates-expression	PRF1
CDAN1	upregulates-expression	E2F1
CDC16	upregulates-expression	CXCL8
CDC16	upregulates-expression	IL6
CDC23	upregulates-expression	CXCL8
CDC23	upregulates-expression	IL6
CDC25A	downregulates-expression	CDKN1A
CDC25A	upregulates-expression	E2F1
CDC25A	upregulates-expression	E2F4
CDC25A	upregulates-expression	ESR1
CDC25A	upregulates-expression	NFYA
CDC25A	upregulates-expression	SP1
CDC25C	upregulates-expression	MYC
CDC26	upregulates-expression	CXCL8
CDC26	upregulates-expression	IL6
CDC27	upregulates-expression	CXCL8
CDC27	upregulates-expression	IL6
CDC45	upregulates-expression	E2F1
CDC45	upregulates-expression	GLI2
CDC5L	upregulates-expression	PLRG1
CDC6	upregulates-expression	AR
CDC6	upregulates-expression	CTNNB1
CDC6	upregulates-expression	E2F1
CDC6	upregulates-expression	E2F2
CDC6	upregulates-expression	E2F3
CDC6	upregulates-expression	E2F4
CDC6	upregulates-expression	YY1
CDC7	upregulates-expression	GLI2
CDCA4	upregulates-expression	E2F1
CDCA4	upregulates-expression	E2F2
CDCA4	upregulates-expression	E2F3
CDCA4	upregulates-expression	E2F4
CDCA7	upregulates-expression	E2F1
CDCA7	upregulates-expression	E2F2
CDCA7	upregulates-expression	E2F3
CDCA7	upregulates-expression	E2F4
CDCA7L	downregulates-expression	MAOB
CDH1	upregulates-expression	MMP7
CDH2	upregulates-expression	AR
CDH2	upregulates-expression	MMP9
CDH2	upregulates-expression	NOTCH1
CDH2	upregulates-expression	RBPJ
CDK1	upregulates-expression	E2F1
CDK1	upregulates-expression	E2F4
CDK1	downregulates-expression	FOXO1
CDK1	upregulates-expression	GLI2
CDK1	downregulates-expression	SMAD7
CDK11A	upregulates-expression	CREB1
CDK11A	upregulates-expression	ETS1
CDK11B	upregulates-expression	ETS1
CDK11B	downregulates-expression	KLK3
CDK11B	upregulates-expression	MYC
CDK11B	upregulates-expression	POU2F3
CDK12	upregulates-expression	ATM
CDK12	upregulates-expression	ATR
CDK12	upregulates-expression	BRCA1
CDK12	upregulates-expression	CHEK1
CDK12	upregulates-expression	FANCD2
CDK12	upregulates-expression	FANCI
CDK12	upregulates-expression	MDC1
CDK12	upregulates-expression	RAD51D
CDK19	upregulates-expression	ADIPOQ
CDK19	upregulates-expression	ANGPTL4
CDK19	upregulates-expression	CD36
CDK19	upregulates-expression	CEBPA
CDK19	upregulates-expression	FABP4
CDK19	downregulates-expression	LEP
CDK19	upregulates-expression	LPL
CDK19	upregulates-expression	PCK1
CDK19	upregulates-expression	PLIN1
CDK2	upregulates-expression	MITF
CDK4	upregulates-expression	FABP4
CDK4	upregulates-expression	MYC
CDK6	upregulates-expression	KLK3
CDK7	upregulates-expression	ATM
CDK7	upregulates-expression	ATR
CDK7	upregulates-expression	BRCA1
CDK7	upregulates-expression	CHEK1
CDK7	upregulates-expression	FANCD2
CDK7	upregulates-expression	FANCI
CDK7	upregulates-expression	MDC1
CDK7	upregulates-expression	RAD51D
CDK8	upregulates-expression	ADIPOQ
CDK8	upregulates-expression	ANGPTL4
CDK8	upregulates-expression	CD36
CDK8	upregulates-expression	CEBPA
CDK8	upregulates-expression	FABP4
CDK8	downregulates-expression	LEP
CDK8	upregulates-expression	LPL
CDK8	upregulates-expression	PCK1
CDK8	upregulates-expression	PLIN1
CDK9	upregulates-expression	ATM
CDK9	upregulates-expression	ATR
CDK9	upregulates-expression	BRCA1
CDK9	upregulates-expression	CHEK1
CDK9	upregulates-expression	FANCD2
CDK9	upregulates-expression	FANCI
CDK9	upregulates-expression	MDC1
CDK9	upregulates-expression	MYB
CDK9	upregulates-expression	RAD51D
CDKN1A	upregulates-expression	CEBPA
CDKN1A	downregulates-expression	CTNNB1
CDKN1A	upregulates-expression	E2F1
CDKN1A	upregulates-expression	E2F3
CDKN1A	upregulates-expression	FOXO1
CDKN1A	downregulates-expression	GLI2
CDKN1A	upregulates-expression	ID1
CDKN1A	upregulates-expression	ID2
CDKN1A	upregulates-expression	ID3
CDKN1A	downregulates-expression	MITF
CDKN1A	downregulates-expression	MYC
CDKN1A	upregulates-expression	NOTCH1
CDKN1A	upregulates-expression	NOTCH2
CDKN1A	upregulates-expression	RBPJ
CDKN1A	upregulates-expression	SMAD1
CDKN1A	upregulates-expression	SMAD4
CDKN1A	upregulates-expression	SP1
CDKN1A	upregulates-expression	STAT1
CDKN1B	upregulates-expression	FOXO1
CDKN1B	upregulates-expression	NOTCH2
CDKN1B	upregulates-expression	RBPJ
CDKN1C	upregulates-expression	E2F1
CDKN1C	upregulates-expression	FOXO1
CDKN2A	downregulates-expression	AURKB
CDKN2A	downregulates-expression	BIRC5
CDKN2A	downregulates-expression	CDKN1A
CDKN2A	upregulates-expression	E2F1
CDKN2A	upregulates-expression	E2F2
CDKN2A	upregulates-expression	E2F3
CDKN2A	upregulates-expression	HBP1
CDKN2A	upregulates-expression	ID1
CDKN2A	upregulates-expression	ID2
CDKN2A	upregulates-expression	ID3
CDKN2A	downregulates-expression	KLK3
CDKN2A	downregulates-expression	MITF
CDKN2A	upregulates-expression	MYC
CDKN2A	downregulates-expression	PLK1
CDKN2A	downregulates-expression	SHH
CDKN2A	downregulates-expression	TBX2
CDKN2A	downregulates-expression	VDR
CDKN2B	upregulates-expression	FOXO1
CDKN2B	upregulates-expression	FOXO3
CDKN2B	downregulates-expression	MYC
CDKN2C	upregulates-expression	E2F1
CDKN2C	upregulates-expression	E2F4
CDKN2C	upregulates-expression	SP1
CDKN2D	upregulates-expression	FOXO1
CDKN2D	upregulates-expression	FOXO3
CDT1	upregulates-expression	E2F1
CDT1	upregulates-expression	E2F2
CDT1	upregulates-expression	E2F3
CDT1	upregulates-expression	E2F4
CDX1	upregulates-expression	ADA
CDX1	upregulates-expression	ANXA5
CDX1	upregulates-expression	APC
CDX1	upregulates-expression	B3GALT5
CDX1	upregulates-expression	BCL2
CDX1	upregulates-expression	CALB1
CDX1	upregulates-expression	CCL25
CDX1	downregulates-expression	CCND1
CDX1	downregulates-expression	CDX2
CDX1	upregulates-expression	CDX4
CDX1	upregulates-expression	CLDN1
CDX1	upregulates-expression	CLDN2
CDX1	upregulates-expression	DLL1
CDX1	upregulates-expression	DSC2
CDX1	upregulates-expression	FOXA2
CDX1	upregulates-expression	GATA5
CDX1	upregulates-expression	GPA33
CDX1	upregulates-expression	HDC
CDX1	upregulates-expression	HNF4A
CDX1	upregulates-expression	HOXA9
CDX1	upregulates-expression	HOXB4
CDX1	upregulates-expression	IAPP
CDX1	upregulates-expression	INS
CDX1	upregulates-expression	IRF2BP2
CDX1	upregulates-expression	KRT20
CDX1	downregulates-expression	MAFB
CDX1	upregulates-expression	MUC2
CDX1	upregulates-expression	NOX1
CDX1	upregulates-expression	PCNA
CDX1	upregulates-expression	POSTN
CDX1	upregulates-expression	PPARG
CDX1	upregulates-expression	PSMB9
CDX1	upregulates-expression	PTGS2
CDX1	upregulates-expression	RETNLB
CDX1	upregulates-expression	RGN
CDX1	upregulates-expression	SI
CDX1	upregulates-expression	SLC26A3
CDX1	upregulates-expression	SLC5A8
CDX1	upregulates-expression	TAP1
CDX1	upregulates-expression	TBP
CDX1	upregulates-expression	VDR
CDX1	upregulates-expression	VIL1
CDX1	upregulates-expression	WNT2
CDX2	upregulates-expression	ABCB1
CDX2	upregulates-expression	ACAT2
CDX2	upregulates-expression	ADGRL3
CDX2	upregulates-expression	ADGRV1
CDX2	upregulates-expression	AGR2
CDX2	upregulates-expression	AKAP13
CDX2	upregulates-expression	ALPI
CDX2	upregulates-expression	APC
CDX2	upregulates-expression	ATOH1
CDX2	upregulates-expression	ATP10B
CDX2	upregulates-expression	ATRX
CDX2	upregulates-expression	AXIN2
CDX2	upregulates-expression	B3GALT5
CDX2	upregulates-expression	BCL2
CDX2	upregulates-expression	BMP4
CDX2	upregulates-expression	CA1
CDX2	upregulates-expression	CALD1
CDX2	upregulates-expression	CAPZA2
CDX2	upregulates-expression	CBLB
CDX2	upregulates-expression	CCL25
CDX2	downregulates-expression	CCND1
CDX2	upregulates-expression	CDC42BPA
CDX2	upregulates-expression	CDH17
CDX2	upregulates-expression	CDKN1A
CDX2	downregulates-expression	CDKN2A
CDX2	downregulates-expression	CDX1
CDX2	upregulates-expression	CDX4
CDX2	upregulates-expression	CFTR
CDX2	upregulates-expression	CLDN1
CDX2	upregulates-expression	CLDN2
CDX2	upregulates-expression	CLIC5
CDX2	upregulates-expression	DLG2
CDX2	upregulates-expression	DLGAP1
CDX2	upregulates-expression	DPP4
CDX2	upregulates-expression	DPYSL2
CDX2	upregulates-expression	DSC2
CDX2	upregulates-expression	ELMO3
CDX2	upregulates-expression	EPS8
CDX2	upregulates-expression	ERC1
CDX2	upregulates-expression	FAM3D
CDX2	upregulates-expression	FOXP1
CDX2	upregulates-expression	FURIN
CDX2	upregulates-expression	FUT2
CDX2	upregulates-expression	GCG
CDX2	upregulates-expression	GLB1
CDX2	upregulates-expression	GPA33
CDX2	upregulates-expression	GSK3B
CDX2	upregulates-expression	GSPT1
CDX2	upregulates-expression	GSTP1
CDX2	upregulates-expression	GUCY2C
CDX2	upregulates-expression	HBEGF
CDX2	upregulates-expression	HEPH
CDX2	upregulates-expression	HNF1A
CDX2	upregulates-expression	HNF4G
CDX2	upregulates-expression	IAPP
CDX2	upregulates-expression	IFNE
CDX2	downregulates-expression	IGFBP3
CDX2	upregulates-expression	INS
CDX2	upregulates-expression	KLF4
CDX2	upregulates-expression	LCT
CDX2	upregulates-expression	MEF2C
CDX2	upregulates-expression	MEP1A
CDX2	upregulates-expression	MGAM
CDX2	upregulates-expression	MID1
CDX2	upregulates-expression	MOK
CDX2	upregulates-expression	MS4A12
CDX2	upregulates-expression	MUC17
CDX2	upregulates-expression	MUC2
CDX2	upregulates-expression	MYLK
CDX2	upregulates-expression	NFIA
CDX2	upregulates-expression	NR1I2
CDX2	upregulates-expression	NSMCE2
CDX2	upregulates-expression	PCNA
CDX2	upregulates-expression	PDLIM5
CDX2	upregulates-expression	PLCB4
CDX2	downregulates-expression	POU5F1
CDX2	upregulates-expression	PSMB9
CDX2	downregulates-expression	PTGS2
CDX2	upregulates-expression	REG4
CDX2	upregulates-expression	RETNLB
CDX2	upregulates-expression	RUNX1
CDX2	upregulates-expression	S100G
CDX2	upregulates-expression	SH3D19
CDX2	downregulates-expression	SHH
CDX2	upregulates-expression	SI
CDX2	upregulates-expression	SIPA1L1
CDX2	upregulates-expression	SLC10A2
CDX2	upregulates-expression	SLC15A1
CDX2	upregulates-expression	SLC46A1
CDX2	upregulates-expression	SLC5A1
CDX2	upregulates-expression	SLC5A8
CDX2	upregulates-expression	SLC9A2
CDX2	upregulates-expression	SLC9A3
CDX2	upregulates-expression	SOX2
CDX2	upregulates-expression	SP1
CDX2	upregulates-expression	SVIL
CDX2	upregulates-expression	TACC2
CDX2	upregulates-expression	TAL1
CDX2	upregulates-expression	TAP1
CDX2	upregulates-expression	TFF3
CDX2	upregulates-expression	TLR4
CDX2	upregulates-expression	TSPAN8
CDX2	upregulates-expression	UGT1A10
CDX2	upregulates-expression	UGT1A8
CDX2	upregulates-expression	UGT1A9
CDX2	upregulates-expression	UGT2B15
CDX2	upregulates-expression	UGT2B17
CDX2	upregulates-expression	UGT2B7
CDX2	upregulates-expression	UGT8
CDX2	upregulates-expression	USP54
CDX2	upregulates-expression	VAV3
CDX2	upregulates-expression	VDR
CDX2	upregulates-expression	VIL1
CDX2	upregulates-expression	VPS13D
CDX2	upregulates-expression	VPS8
CDX2	upregulates-expression	ZNRF3
CDX4	upregulates-expression	HOXA10
CDX4	upregulates-expression	HOXA9
CDX4	upregulates-expression	INS
CEACAM1	upregulates-expression	CTNNB1
CEACAM5	upregulates-expression	CTNNB1
CEACAM5	upregulates-expression	TCF7
CEACAM6	upregulates-expression	CTNNB1
CEACAM6	downregulates-expression	GLI2
CEACAM6	upregulates-expression	TCF7
CEACAM7	downregulates-expression	GLI2
CEBPA	upregulates-expression	AACS
CEBPA	upregulates-expression	ABCA10
CEBPA	upregulates-expression	ABCA3
CEBPA	upregulates-expression	ABCA4
CEBPA	upregulates-expression	ABCA5
CEBPA	upregulates-expression	ABCB1
CEBPA	upregulates-expression	ABCC1
CEBPA	upregulates-expression	ABCC11
CEBPA	upregulates-expression	ABCC3
CEBPA	upregulates-expression	ABCC6
CEBPA	upregulates-expression	ABLIM1
CEBPA	upregulates-expression	ABLIM3
CEBPA	upregulates-expression	ACACA
CEBPA	upregulates-expression	ACACB
CEBPA	upregulates-expression	ACAT1
CEBPA	upregulates-expression	ACAT2
CEBPA	upregulates-expression	ACE
CEBPA	upregulates-expression	ACOT7
CEBPA	upregulates-expression	ACOX2
CEBPA	upregulates-expression	ACSL3
CEBPA	upregulates-expression	ACSL5
CEBPA	upregulates-expression	ACSS3
CEBPA	upregulates-expression	ADAM17
CEBPA	upregulates-expression	ADAT2
CEBPA	upregulates-expression	ADD3
CEBPA	upregulates-expression	ADGRG6
CEBPA	upregulates-expression	ADGRV1
CEBPA	upregulates-expression	ADH1B
CEBPA	upregulates-expression	ADH1C
CEBPA	upregulates-expression	ADIPOQ
CEBPA	upregulates-expression	ADPGK
CEBPA	downregulates-expression	ADRB2
CEBPA	upregulates-expression	ADRB3
CEBPA	upregulates-expression	ADRM1
CEBPA	upregulates-expression	AEBP1
CEBPA	upregulates-expression	AFF1
CEBPA	upregulates-expression	AFP
CEBPA	upregulates-expression	AGMO
CEBPA	upregulates-expression	AGPAT3
CEBPA	upregulates-expression	AGT
CEBPA	upregulates-expression	AGXT
CEBPA	upregulates-expression	AK4
CEBPA	upregulates-expression	AKAP13
CEBPA	upregulates-expression	AKAP6
CEBPA	upregulates-expression	AKR1C1
CEBPA	upregulates-expression	ALB
CEBPA	upregulates-expression	ALDH1A1
CEBPA	upregulates-expression	ALDH1A2
CEBPA	upregulates-expression	ALDOB
CEBPA	upregulates-expression	ALMS1
CEBPA	upregulates-expression	ALOX5AP
CEBPA	upregulates-expression	AMELX
CEBPA	upregulates-expression	AMELY
CEBPA	upregulates-expression	AMPD3
CEBPA	downregulates-expression	ANGPTL4
CEBPA	upregulates-expression	ANK3
