Dataset	TF	Weight	N_Pert	N_Control	U_Stat	MWU_AUC_Effect	ROC_AUC	PR_AUC	AP_Baseline	AP_Lift	P_Value	Adjusted_P_Value	Significant_FDR_BH	Mean_Diff	Score
FrangiehIzar2021_RNA	SMAD4	NONZERORATE	628	56261	15188156.5	0.4298708266759893	0.5701291733240107	0.013947961632470689	0.011039040939373166	1.2635120848879378	7.057022728300608e-10	5.17515000075378e-09	True	-0.3617529442634321	21.071827677252358
FrangiehIzar2021_RNA	JAK1	NONZERORATE	990	56261	25280777.5	0.45388704233641225	0.5461129576635878	0.019643754729424014	0.017292274370753348	1.1359844464790447	3.064352338813807e-07	1.6853937863475938e-06	True	-0.21607346993751259	14.998259412605726
FrangiehIzar2021_RNA	SMAD3	NONZERORATE	711	56261	18363637.0	0.45907289491205233	0.5409271050879477	0.013974994335927651	0.012479814645790914	1.1198078443128976	8.608732609227074e-05	0.0003787842348059913	True	-0.23171694078458288	9.360148357223034
FrangiehIzar2021_RNA	TSC22D3	NONZERORATE	671	56261	17596654.0	0.46612256464581153	0.5338774353541884	0.012295429732878681	0.01178599030422258	1.0432241513446336	0.0012558262260652	0.004604696162239067	True	-0.04461622641529718	6.679961575551703
FrangiehIzar2021_RNA	MYC	NONZERORATE	185	56261	4720495.0	0.4535324503508503	0.5464675496491497	0.003945568429102807	0.0032774687311767	1.2038462462115516	0.01441536367195468	0.04530542868328614	True	-0.3048272746799656	4.239460719493071
FrangiehIzar2021_RNA	STAT3	NONZERORATE	528	56261	14532165.0	0.4892028185195299	0.5107971814804702	0.00944667975930389	0.00929757523464051	1.0160369258543724	0.19615623238949625	0.5394296390711146	False	0.13033825090798673	1.6288438332422743
FrangiehIzar2021_RNA	FOS	NONZERORATE	708	56261	19694481.0	0.49442888607244867	0.5055711139275514	0.012157369420224617	0.012427811616844248	0.9782389526847122	0.30491926919088874	0.745358213577728	False	0.019911761678312805	1.187708228589032
FrangiehIzar2021_RNA	IRF3	NONZERORATE	791	56261	22082801.5	0.4962153994619308	0.5037846005380693	0.013964243781339133	0.01386454462595527	1.0071909433792163	0.35521071262840576	0.7814635677824927	False	-0.035826217409880484	1.0350441088920903
FrangiehIzar2021_RNA	CCND1	NONZERORATE	631	56261	17643652.0	0.49699460779509896	0.503005392204901	0.010602832923506719	0.011091190325529073	0.9559688917339845	0.397405793551725	0.79481158710345	False	-0.029006127480553392	0.9227973703302124
FrangiehIzar2021_RNA	CDKN1A	NONZERORATE	1036	56261	29078472.0	0.49888951789024666	0.5011104821097533	0.01796189833842529	0.01808122589315322	0.9934004721011137	0.45117589205106623	0.8271558020936215	False	-0.009797952544281334	0.7958980109636458
FrangiehIzar2021_RNA	CDKN2A	NONZERORATE	865	56261	24621035.0	0.5059210514824949	0.494078948517505	0.014723432822224714	0.015141966880229668	0.9723593334131896	0.7253008729762432	0.9999777804620301	False	0.05235435599520256	0.32116871300637595
FrangiehIzar2021_RNA	DNMT1	NONZERORATE	331	56261	9488925.5	0.5095438872484205	0.4904561127515795	0.005402252049029539	0.005848883234379418	0.9236382113555276	0.7256559468655304	0.9999777804620301	False	0.09738963747010813	0.3206792788736443
FrangiehIzar2021_RNA	FOXM1	NONZERORATE	258	56261	7464725.0	0.5142646351052934	0.4857353648947066	0.004316034534791719	0.004564836603620021	0.9454959529918342	0.7857875817910471	0.9999777804620301	False	0.09217814874592534	0.24106877525187037
FrangiehIzar2021_RNA	RUVBL2	NONZERORATE	65	56261	1966243.0	0.5376707187517518	0.4623292812482481	0.0010285403694831117	0.0011539963782267514	0.8912856131000885	0.8534793381670798	0.9999777804620301	False	0.4536948617860374	0.15843394539792738
FrangiehIzar2021_RNA	TFAP2A	NONZERORATE	604	56261	17431571.0	0.5129702082689113	0.48702979173108873	0.00980880463643848	0.010621647762243912	0.9234729729322418	0.8639703836400985	0.9999777804620301	False	0.10047749890469554	0.14621678895992263
