Dataset	TF	correlation_MWU-pvalue	correlation_MWU-adjusted-pvalue	correlation_ROC-AUC	nonzero-rate_MWU-pvalue	nonzero-rate_MWU-adjusted-pvalue	nonzero-rate_ROC-AUC	specificity_MWU-pvalue	specificity_MWU-adjusted-pvalue	specificity_ROC-AUC	uniform_MWU-pvalue	uniform_MWU-adjusted-pvalue	uniform_ROC-AUC	Top, Second	DeLongs-pvalue	DeLongs-adjusted-pvalue	Winner
ReplogleWeissman2022_K562_gwps	FANCD2	0.8657476215923046	0.9942133976995498	0.4730759268737914	0.7430798765935482	0.9028820005921608	0.4841141500363806	0.6810019705477354	0.9021323471245722	0.4885515860851662	0.690485059320393	0.8866455875364136	0.4879013451081984				
ReplogleWeissman2022_K562_gwps	FANCI	0.3076946631876894	0.7053568402688848	0.5324308114990283	0.4944424314516861	0.787374778840435	0.5008996180392682	0.586806885745254	0.8668657586954832	0.4858416538229578	0.5327876755654334	0.8289689877573613	0.4946890705622193				
WesselsSatija2023	FLI1	0.0219163147763604	0.0438326295527208	0.5480132087063367	0.9307452955605634	0.9307452955605634	0.4647237581183078	0.0550323458328975	0.0838562495648917	0.5380627962085308	0.1684270429473859	0.1924880490827268	0.5228793663331578	correlation, specificity	0.0677704092921739	0.2205266433420427	
FrangiehIzar2021_RNA	FOS	0.1535558757142198	0.4222786582141046	0.5111497844439108	0.49098596734579	0.7201127521071586	0.5002467063063725	0.946469654304641	0.9832949333154026	0.482406403488503	0.7733435368042292	0.8954504110364759	0.4918131515172877				
ReplogleWeissman2022_K562_gwps	FOS				0.6257595773163489	0.8403160578968012	0.4953595121624338	0.3922208468186685	0.7812249406021075	0.5039587549420358	0.5132820464001481	0.8227073935208048	0.4995180928767674				
ReplogleWeissman2022_K562_gwps	FOSL1				0.0301733573518918	0.1719788350518843	0.5394566889574595	0.1181008508604292	0.4288693062699397	0.5248836797855092	0.0622513144244407	0.2930999387484085	0.5322700267014413				
ReplogleWeissman2022_K562_gwps	FOSL2				0.4365518228412777	0.7830215235089585	0.5049460025063526	0.4663862870197047	0.8149068618692006	0.5026123372006954	0.4533253861340958	0.7886027772090635	0.5036313612944918				
NormanWeissman2019_filtered	FOXA1	6.285245672989348e-14	1.2570491345978696e-13	0.5766176928699553	0.999999999509541	0.999999999509541	0.4368037471469845	0.7688786865530599	0.8787184989177828	0.4923993224024579	0.9160793558080192	0.9771513128618872	0.4857409288868709	correlation, specificity	1.4190905918559688e-11	9.93363414299178e-11	correlation
ReplogleWeissman2022_K562_gwps	FOXA1				0.8315409345537467	0.9749563930009988	0.4820026274934017	0.9019369429206352	0.9882189046010396	0.475772889065832	0.7626298058032328	0.9216809417728912	0.4866035002086341				
ReplogleWeissman2022_K562_gwps	FOXA2				0.8244499255365312	0.9749563930009988	0.4707869021762695	0.5728026808546511	0.8668657586954832	0.4942507223354396	0.6735769682627177	0.879855710281378	0.4859078169899602				
FrangiehIzar2021_RNA	FOXM1	0.8489819625027375	0.9992444298668436	0.481408769124081	0.8706723698704144	0.9121329589118626	0.479652488974077	0.8010537329967993	0.927535901364715	0.4847716257106793	0.822075600416857	0.9042831604585428	0.4833681447858809				
ReplogleWeissman2022_K562_gwps	FOXM1	0.0429457575726726	0.2316468135738098	0.5334759035777599	0.0846688611672289	0.3357046074349781	0.526787570132742	0.0095604732519728	0.0936630816490278	0.5456712944630924	0.0206953962541513	0.1612813639116623	0.5397543145723807	specificity, uniform	0.4927878425419864	0.7810987875378399	
NadigOConner2024_hepg2	FOXO1	0.209092977602849	0.3554580619248434	0.5353950842981922	0.8987236234372076	0.9629181679684368	0.4442920983140361	0.6725050311829388	0.8070060374195265	0.480467379461895	0.8383027389318238	0.9314474877020265	0.4568306465015788				
NadigOConner2024_jurkat	FOXO1				0.7033627314390839	0.8527997185987413	0.4817746926525552	0.9928061659177876	0.9999999998492852	0.4164825844215157	0.8981075992982221	0.9999999809091804	0.4566334852594395				
ReplogleWeissman2022_K562_gwps	FOXO1	0.1360582876656473	0.4248837755172845	0.5234002662945147	0.5340619527236926	0.8029009333028689	0.498178548432679	0.4311034523307994	0.8149068618692006	0.5036983326001008	0.5212497888084494	0.8289689877573613	0.4988645335912757				
ReplogleWeissman2022_rpe1	FOXO1				0.250271289943617	0.3480335125778424	0.5241903632160356	0.9897147823031016	0.997037330607116	0.4168431410874239	0.486703889529904	0.5853600833535333	0.5011976895443119				
ReplogleWeissman2022_K562_gwps	FOXO3	0.1259755470006036	0.4156563859231388	0.5170308020927834	0.6793783141374696	0.869782696654093	0.4930730608858101	0.6379177399673595	0.8958248076640594	0.4947538436975595	0.581575277133143	0.8534806015070802	0.4969387446588176				
NormanWeissman2019_filtered	FOXO4	0.1689865568016207	0.2079834545250716	0.5190802686478946	0.8878943711209051	0.999999999509541	0.4757979754486204	0.4545547367970727	0.5594519837502434	0.5022734892130911	0.1333230942669288	0.1777641256892383	0.522119796813977				
ReplogleWeissman2022_K562_gwps	FOXO4				0.6513563366177797	0.8608569127229135	0.493427146725203	0.4823236362988988	0.821232903545996	0.5007489641364922	0.4921651081392126	0.8060095249236381	0.500331897140246				
NadigOConner2024_hepg2	GABPA	0.2738999001553149	0.4477209906384954	0.5193231868333308	0.1536013903025881	0.3141846619825667	0.5328262560504947	0.4289959254423685	0.6656833325829855	0.5057532339491585	0.2138622843506049	0.3631623696519706	0.5254963015809317				
NadigOConner2024_jurkat	GABPA	0.0033247222740753	0.0177393970438833	0.5718801554679417	0.0470253172893576	0.1362854371210766	0.5443482090428655	0.0018324172149067	0.0133271692597437	0.5769587282946061	0.0017955133375658	0.012718219474425	0.5771271985012443	uniform, specificity	0.98719103052005	0.9932294404263586	
ReplogleWeissman2022_K562_essential	GABPA	0.6267636024438732	0.9209587627746708	0.49101527558268	0.3613128456325433	0.6470020724117637	0.5098654445740917	0.6015785154318054	0.8161434625105716	0.4928456568086907	0.5743956413125809	0.8190456366864579	0.4947872052560551				
ReplogleWeissman2022_K562_gwps	GABPA	0.0795639163911456	0.3293576073866028	0.5292954958076675	0.1262535398099932	0.4133530021506971	0.5238082606429759	0.1810274261528762	0.581868858733476	0.5189640499989757	0.1300746577495436	0.4692805318205778	0.5234286956289264				
ReplogleWeissman2022_rpe1	GABPA	0.0365652318072389	0.0576910661670538	0.563388045316221	0.0030868901269086	0.0067008102754845	0.5968638800216041	0.0144803184037394	0.0306844842364955	0.5772541393618955	0.0062483859632585	0.0129327058309304	0.5883530302574571	nonzero-rate, uniform	0.6396176201804527	0.8168787146818408	
NadigOConner2024_hepg2	GABPB1	0.9797489052275794	0.9797489052275794	0.4061090798293723	0.7598547672231499	0.8656573297478923	0.4676518383099736	0.9223142486421644	0.9765680279740564	0.4348821856591509	0.9354624846896556	0.9966961233902358	0.4304387568555758				
NadigOConner2024_jurkat	GABPB1	0.91285041461629	0.9999999999179392	0.4604208344666359	0.5999771914274126	0.7845855580204626	0.4926210346057674	0.9159080417443156	0.9999999998492852	0.4598514293170782	0.770385350177742	0.9162195972960104	0.4784375929414097				
ReplogleWeissman2022_K562_gwps	GABPB1	0.8181478890206447	0.9773847264810386	0.4787796089643613	0.5121420021661237	0.787374778840435	0.4992888986995991	0.8077745638521561	0.9517402744559768	0.4796814935404794	0.730760935973434	0.9046582954203908	0.4856296745953848				
ReplogleWeissman2022_rpe1	GABPB1	0.0367780546814968	0.0576910661670538	0.5747174274949619	0.0082114578633535	0.016609539769056	0.6001891118315372	0.2260309072313302	0.3297827990752195	0.5314005958117936	0.0515025046212477	0.0914072427407325	0.5680820847571483	nonzero-rate, correlation	0.4331521971454404	0.6997073953887883	
NadigOConner2024_hepg2	GATA1				0.294209784953684	0.4793887556524615	0.5350091407678245	0.3071047469724437	0.5214986269343383	0.5326122283160675	0.2726317256983648	0.4430836382845	0.5391326426975421				
NadigOConner2024_jurkat	GATA1				0.3740666010375229	0.5999181337394236	0.5164101166009563	0.9525140766752208	0.9999999998492852	0.4146752579481587	0.8485536417372159	0.9746899938873426	0.4473539342337052				
ReplogleWeissman2022_K562_essential	GATA1	2.731934351394023e-47	9.834963665018485e-46	0.9075825483302468	1.2530271167387085e-26	3.216102932962686e-25	0.8005626973690096	0.003264779243622	0.0167592001172596	0.5770063426460196	1.2444350087794142e-05	0.000119776869595	0.6193571473300948	correlation, nonzero-rate	5.194516327837507e-07	4.675064695053757e-06	correlation
ReplogleWeissman2022_K562_gwps	GATA1	8.726334312264272e-09	2.772249419159244e-07	0.7399395156003719	8.172305176176065e-06	0.0001846940969815	0.6834926535927908	0.123659246804223	0.4366717152774125	0.5492560360575592	0.1094437534050036	0.4339348819215935	0.5523472666936652	correlation, nonzero-rate	0.0309808838742549	0.3175540597111135	
ReplogleWeissman2022_rpe1	GATA1				0.576196201006633	0.683752825194538	0.4930527413913957	0.6594365603453711	0.7524340239838209	0.4851437231665644	0.6003283031027726	0.7030160391598259	0.4908102328485061				
GasperiniShendure2019_lowMOI	GATA2	0.6790829131934527	0.905443884257937	0.4646793134598012	0.742231698353724	0.8771829162362194	0.4505871725383921	0.4735105865376813	0.6905718654570008	0.5051490514905149	0.4275041760070989	0.5557554288092286	0.5140018066847335				
ReplogleWeissman2022_K562_gwps	GATA2	0.8040790351698679	0.9752342296223954	0.486317899775422	0.3927428600781695	0.7458813981316497	0.5043490119822018	0.3846199075049825	0.7802129900556298	0.504687630960234	0.411936116813034	0.7886027772090635	0.503556318971536				
WesselsSatija2023	GATA2	0.3381414966364799	0.4508553288486399	0.5185792074215994	0.0872093543481981	0.1162791391309308	0.5603761218110316	0.0418899690997944	0.0837799381995888	0.5768629625894927	0.0933008323649655	0.124401109819954	0.5587123121911868	specificity, nonzero-rate	0.5337163879107192	0.7472029430750068	
ReplogleWeissman2022_K562_gwps	GLI2				0.8455374027796273	0.9749563930009988	0.4804630436239361	0.5149688890686306	0.8557571244816948	0.4992793982561811	0.8748880091947877	0.9935914074272464	0.4779222130832077				
NadigOConner2024_hepg2	GTF2F1	0.2083038755167845	0.3554580619248434	0.5553524273816779	0.2405101256889799	0.4329182262401639	0.5480172433249825	0.1958487315089281	0.3672163715792402	0.5583654952941973	0.1899516041799231	0.3419128875238616	0.5598325321055364				
NadigOConner2024_jurkat	GTF2F1	0.1022145413844785	0.2446954172537515	0.5547166997548676	0.1185853892222939	0.2584553354844868	0.5509679463877937	0.0830674534705864	0.2574112872105961	0.5597050955829581	0.1227440134895488	0.2819794904489635	0.5500750309910617				
ReplogleWeissman2022_K562_essential	GTF2F1	0.9839562464552573	0.9980810892615924	0.4031824617513506	0.9575119795143636	0.9992179015690524	0.422191089748583	0.926951997093282	0.9999997917412552	0.4343449732637473	0.952627891946596	0.9999881318155772	0.4245233524099283				
ReplogleWeissman2022_K562_gwps	GTF2F1	0.6402797865749983	0.9222606720327684	0.4884005394357703	0.6051307938487114	0.8342733603654632	0.4913893821617637	0.5978344489693274	0.8668657586954832	0.4919998492260269	0.6613702412826912	0.879855710281378	0.4865599242779602				
ReplogleWeissman2022_rpe1	GTF2F1	0.1904869302399852	0.2627405934344624	0.5405498003850759	0.1111733255958	0.1808665204307933	0.5564808012455431	0.1711836294276669	0.2720596967689707	0.5439467364027076	0.1494680133117466	0.2333798804341307	0.5480760805828709				
NadigOConner2024_hepg2	GTF2F2	0.009750877882974	0.0276274873350931	0.5784142460559281	0.0018203310923098	0.0078014189670423	0.5976139210508498	0.0042799973358166	0.0167478156618913	0.5882618999255197	0.0027036891680599	0.0105796532663217	0.5933834382828899	nonzero-rate, uniform	0.4473688010240855	0.5921057660612896	
NadigOConner2024_jurkat	GTF2F2	0.0031016513534561	0.0177393970438833	0.5781858399511998	0.0491853551397415	0.1362854371210766	0.5472174012898834	0.0194287992262222	0.0952690786166741	0.5590126911552836	0.0236413838381485	0.0941025576465972	0.5566720391444323	correlation, specificity	0.0914473704030567	0.2915578771701514	
ReplogleWeissman2022_K562_essential	GTF2F2	0.1857125387441085	0.4457100929858604	0.5339742302435105	0.1698123939378537	0.397981678052655	0.5362966178004367	0.4333323839557769	0.727936888245868	0.5063825169887346	0.3524477912133061	0.682790228418483	0.5143958877221168				
ReplogleWeissman2022_K562_gwps	GTF2F2	0.0203677621405047	0.1394408331157634	0.5756610710939105	0.0088354188173201	0.0688553328522193	0.5877238677671062	0.0320627089478037	0.2012825617278792	0.5684542399618587	0.0290510961614396	0.1823763259023712	0.5700671095228731	nonzero-rate, correlation	0.4447391806715423	0.7810987875378399	
ReplogleWeissman2022_rpe1	GTF2F2	1.040780681339967e-09	5.9473181790855265e-09	0.7219312748045441	7.729347733528157e-09	4.046540872258859e-08	0.7095252322272703	2.505181497509182e-09	1.715085794448594e-08	0.7165793106221982	1.7451487416719195e-09	1.0354549200586723e-08	0.7187970864401108	correlation, uniform	0.6890016011299999	0.8190019032299999	
NadigOConner2024_hepg2	GTF2H1	1.7102961470640472e-06	9.691678166696268e-06	0.7076308483986729	4.842122006736296e-06	3.11279271861619e-05	0.6978081502761576	2.8982076926127017e-06	1.738924615567621e-05	0.7027074083746844	2.7547115581707134e-06	1.770886001681173e-05	0.7031862104988248	correlation, uniform	0.3038041456378483	0.4427238739406318	
NadigOConner2024_jurkat	GTF2H1	0.0005040808089323	0.0039822383905652	0.6402329830806432	0.0007879211003287	0.0056967598415768	0.6347785967766053	0.0004243081631372	0.0051523134095236	0.6422881797923286	0.0006205288848683	0.0071057153705361	0.6377182392781463	specificity, correlation	0.7583647977798824	0.8797031654246636	
ReplogleWeissman2022_K562_essential	GTF2H1	0.9439451730268142	0.9980810892615924	0.4767240949314482	0.9802990903447002	0.9992179015690524	0.4698211422969472	0.9904116419693004	0.9999997917412552	0.4656881345945238	0.9928753514137	0.9999881318155772	0.4640936215281873				
ReplogleWeissman2022_K562_gwps	GTF2H1	0.0597617648733998	0.2671982334229319	0.5317396799424441	0.0387304968785264	0.2035602859196973	0.5359974235903509	0.2547388379656626	0.6523876666624686	0.5134490383971052	0.2303783492040961	0.6349452063429966	0.515038291088283				
ReplogleWeissman2022_rpe1	GTF2H1	0.0011064737806264	0.0022696898064132	0.7027351081638207	0.0012037944365546	0.0029760473570377	0.7010565052779149	0.0018036128557715	0.0045863298332475	0.6928341180648107	0.0017148663677005	0.0039134129929577	0.693876327548917	correlation, nonzero-rate	0.9273085285073792	0.9422651176768532	
NadigOConner2024_hepg2	GTF2H2	0.7401719646539462	0.8926850473227984	0.4659624889972239	0.9786380591352624	0.999824409025126	0.3928702010968921	0.8956141823691279	0.9711479085930302	0.4335500033854695	0.9347904692074857	0.9966961233902358	0.4200419798226014				
NadigOConner2024_jurkat	GTF2H2	0.0046138885295011	0.0202498441016996	0.5888441499128523	0.2469617957269501	0.4299136995034942	0.5233446578866426	0.1717913871243214	0.3744171257837775	0.5323204149540027	0.218141960521462	0.4312108521935877	0.5265660971767842	correlation, specificity	0.0177912255530215	0.1624076961116887	
ReplogleWeissman2022_K562_essential	GTF2H2	0.0349438121479657	0.1257977237326765	0.5423366643840182	0.5944195728804716	0.8475982798480799	0.4944198335888688	0.5714558900997029	0.8161434625105716	0.4957942707544254	0.5945905820051974	0.8324268148072764	0.4944095313702557				
ReplogleWeissman2022_K562_gwps	GTF2H2	0.0532650180662919	0.2633659226611101	0.524282035167916	0.0599264465052414	0.2708675382036912	0.5234004647279458	0.1165523124615682	0.4288693062699397	0.5179393499242055	0.1062059029266017	0.4286166796680711	0.5187602123332204				
ReplogleWeissman2022_rpe1	GTF2H2	2.3057930431073837e-05	7.378537737943628e-05	0.6737578047916373	7.248912636918292e-06	2.80501402037273e-05	0.684917847306085	4.2894135148037075e-05	0.0001908789014087	0.6674949237901859	1.4982369693052763e-05	6.061049557644073e-05	0.6779902018674356	nonzero-rate, uniform	0.5703232823108405	0.7984525952351766	
NadigOConner2024_hepg2	GTF2H3	0.7050865787838273	0.8813582234797841	0.4732348759125832	0.6717089348379931	0.8169432991272889	0.4779247469859364	0.6160799854741884	0.7921028384668136	0.4853448996905282	0.6285169611864702	0.7644125203619232	0.4837198742995065				
NadigOConner2024_jurkat	GTF2H3	0.0417234505625202	0.1261325149254137	0.5534675248415706	0.1331023088868067	0.2759438111067944	0.5343425658311154	0.0704266606438035	0.2374520660803649	0.5454860025470712	0.0965979044122266	0.2488127840920988	0.540190725305229				
ReplogleWeissman2022_K562_essential	GTF2H3	0.3955758511331975	0.6699150189238728	0.5088011805768413	0.2496402538611323	0.5195216093866809	0.5224534542254565	0.3564988041025044	0.6695221442900694	0.5122247545408702	0.377007748537451	0.6911808723186602	0.5104140917765012				
ReplogleWeissman2022_K562_gwps	GTF2H3	0.0241467133317541	0.1535041061804367	0.5520795081417945	0.03021020999746	0.1719788350518843	0.54951970113248	0.0981544671925067	0.3891738523773073	0.5340767607049521	0.0977269841920678	0.4015690623164969	0.5341419844088543				
ReplogleWeissman2022_rpe1	GTF2H3	2.4351265477366447e-05	7.492697069958906e-05	0.6446781846326227	0.0005089608186624	0.0013726519048775	0.6170289595331215	0.0001959691081055	0.0006229018079068	0.6262874075018121	0.0001803945099414	0.00055362453051	0.6270627062706271	correlation, uniform	0.0077816521740386	0.0306402554352773	correlation
TianKampmann2021_CRISPRi	GTF2H3	0.2552602626380855	0.3063123151657026	0.5162742339918048	0.1990426583647119	0.2985639875470678	0.5208978044156322	0.4326223280410168	0.5191467936492201	0.5042015778851446	0.4316497437550536	0.530492865497909	0.5042627362240841				
NadigOConner2024_hepg2	GTF2H4	0.067916032232523	0.1408015302381575	0.5617862013787843	0.0871214965277998	0.2119171537162699	0.5562851587923408	0.0567609035068212	0.1419022587670532	0.565558581750799	0.0584231410156262	0.1421103430109828	0.5649616336479748				
NadigOConner2024_jurkat	GTF2H4	0.1935485324104869	0.3822583515107117	0.5224494589380085	0.3077441502694558	0.5231650554580748	0.5130368257696503	0.4189466994201563	0.6280461236343913	0.5053106283029947	0.4173009608693649	0.6334032441767146	0.5054200150994044				
ReplogleWeissman2022_K562_essential	GTF2H4	0.5874594579748292	0.8811891869622439	0.4940185740306627	0.3578381877512439	0.6470020724117637	0.5098587752901682	0.2402948479250675	0.5286486654351485	0.5190910650254433	0.3012597478441102	0.6359749155028492	0.5140955165851228				
ReplogleWeissman2022_K562_gwps	GTF2H4	0.7752954068918074	0.9752342296223954	0.481912080185133	0.9094879865708244	0.9999837890165918	0.468013519629073	0.9836699322245498	0.9999999998639296	0.4489157584275078	0.9821649081437204	0.99999988097155	0.4497663347650358				
ReplogleWeissman2022_rpe1	GTF2H4	4.7672839079543244e-11	3.4671155694213264e-10	0.7502409532988698	8.356530134934073e-09	4.131839900050736e-08	0.7181143683268454	5.64291632743392e-09	3.1388722071351185e-08	0.7207116571328435	3.880491565881821e-09	2.1585234335217633e-08	0.7231618705486225	correlation, uniform	0.0009365884825769	0.006180840636334	correlation
ReplogleWeissman2022_K562_gwps	GTF2H5	0.5758328989911655	0.8686292883087073	0.4943912082021041	0.2929754839733932	0.6670219131318594	0.51597554732852	0.2769182279507094	0.6703449423360266	0.5173630132964337	0.2512268346121734	0.6615223443166213	0.5196685943168057				
GasperiniShendure2019_lowMOI	H3F3B				0.0441789286933054	0.1914420243376569	0.6298102981029811	0.1582712106000223	0.5143814344500725	0.5763324299909665	0.1682157388355694	0.4373609209724804	0.5732610659439927				
ReplogleWeissman2022_K562_gwps	HDAC1	0.1208831813068971	0.4156563859231388	0.5266606259960551	0.7198490759506361	0.8938785228837568	0.4867357611723618	0.4455695461118335	0.8149068618692006	0.5031171608459658	0.6800674832701524	0.879855710281378	0.4893436826641771				
ReplogleWeissman2022_K562_gwps	HDAC2	0.1284331529537788	0.4156563859231388	0.5332549700144592	0.9851454965347792	0.9999837890165918	0.4362387403102248	0.9987393359407682	0.9999999998639296	0.4114016901883275	0.9722075130440208	0.99999988097155	0.4438548811735292				
SunshineHein2023	HDAC2	0.9704486245044304	0.9704486245044304	0.4423438915307971	0.0409310143495357	0.0864099191823532	0.5531554291213768	0.0996759459876557	0.2104269970850511	0.5392075690670289	0.1659711349921208	0.3153451564850295	0.529640087182971	nonzero-rate, specificity	0.5223143498651669	0.9575763080861394	
NadigOConner2024_hepg2	HDAC3	0.3504726534152227	0.5319674203623918	0.5171836762330364	0.3786122259359696	0.5495983924876979	0.513832061364054	0.970682954227956	0.9970974545388352	0.4154067883501156	0.5717826638404512	0.7247949259949381	0.4919087277405375				
NadigOConner2024_jurkat	HDAC3	0.4947826186623242	0.7516889783523772	0.5003467270642843	0.0689451516855631	0.1775859967658445	0.5392955009367224	0.244760621934037	0.4623256192087367	0.5183031345245086	0.202692393295195	0.4202159373193067	0.5220367418840701				
ReplogleWeissman2022_K562_essential	HDAC3	0.0568523594140435	0.1779726033830927	0.5596133822841076	0.7712866616964584	0.9622070221040084	0.471995529473949	0.918300572986777	0.9999997917412552	0.447474503036073	0.540201643858092	0.8155985603347663	0.4961965503077467				
ReplogleWeissman2022_K562_gwps	HDAC3	0.7219425183851995	0.9448953549453348	0.4856278419697303	0.2016790391063085	0.5769552257977941	0.5204035956002718	0.4527115441055654	0.8149068618692006	0.5029010827007209	0.4342055197027067	0.7886027772090635	0.5040453374943759				
ReplogleWeissman2022_rpe1	HDAC3	0.3539462840060887	0.4494555987378905	0.5141193435377737	0.002687181647119	0.0059789791648399	0.604893022675599	0.0031680809303683	0.0074838056845866	0.6028644112348839	6.267045648496695e-05	0.0002162634180681	0.644523714408339	uniform, nonzero-rate	0.1111474544693723	0.2415260946883677	
WesselsSatija2023	HDAC3	0.9902206215309536	0.9902206215309536	0.4230866189371785	0.0137128642720068	0.0274257285440136	0.5726782293032167	0.0049356681731275	0.0131617817950067	0.5850307552687305	0.0009028271314264	0.0024251605944117	0.6028284763537359	uniform, specificity	0.3219524403043584	0.5634167705326273	
ReplogleWeissman2022_K562_gwps	HDAC5	0.568702479925753	0.8686292883087073	0.4955319975876164	0.5065525208619001	0.787374778840435	0.4995760101856195	0.1879487906528484	0.581868858733476	0.5228598003082491	0.3689187892599371	0.7719967256735721	0.5086412115526369				
NadigOConner2024_hepg2	HDAC7	0.8525630229494892	0.940215025563456	0.4552058218300965	0.999824409025126	0.999824409025126	0.3471460491570181	0.4643533714336147	0.6954673032053974	0.5038285244946082	0.9983473175584424	0.9983473175584424	0.3743652244566321				
ReplogleWeissman2022_K562_essential	HDAC7	0.7813438329402054	0.9980810892615924	0.4826153557132329	0.729779569274432	0.936550447235521	0.4862992684420739	0.4419584187375316	0.727936888245868	0.503268166391911	0.8365422499527994	0.9923877742199604	0.4780582645147162				
ReplogleWeissman2022_K562_gwps	HDAC7	0.7947701383217942	0.9752342296223954	0.4657019924501329	0.6812014925122764	0.869782696654093	0.4803709039737318	0.3759942038609144	0.7802129900556298	0.5131687104916348	0.7335079324106141	0.9046582954203908	0.4740205275972213				
ReplogleWeissman2022_rpe1	HDAC7	1.0	1.0	0.2313788062551015	0.9999999948166662	0.9999999948166662	0.3297403238227875	0.9879059804443904	0.997037330607116	0.4329587220482644	0.99999994418258	0.99999994418258	0.3421702859619916				
TianKampmann2021_CRISPRa	HDAC9	0.8489953025894548	0.99980317523568	0.476318745121928	0.135451744442574	0.2709034888851481	0.5252707924844378	0.2735783276914482	0.6150453293428817	0.5138204108050485	0.257801351106272	0.6874702696167253	0.5149245207591708				
ReplogleWeissman2022_K562_gwps	HES1	0.4319942666888233	0.7781801337919066	0.5032014830943894	0.507802142033367	0.787374778840435	0.4996344975336434	0.5802947917285113	0.8668657586954832	0.4962126923787576	0.4528795027850334	0.7886027772090635	0.5022126413497235				
ReplogleWeissman2022_K562_gwps	HEY1				0.3911016072416499	0.7458813981316497	0.5063789418158513	0.3105464535402745	0.7161581479602249	0.5114057718510576	0.2735784469059004	0.6834057540939562	0.5138914375847298				
ReplogleWeissman2022_K562_gwps	HIC1				0.2267070596494604	0.602774064479742	0.514579153379505	0.0769722348963221	0.3267854977078183	0.5277244606779357	0.1369632348802775	0.4836514231709801	0.5212748822537896				
ReplogleWeissman2022_K562_gwps	HIF1A	0.5060358197074873	0.8299917017014636	0.4996565083477903	0.0001775994768876	0.0028669629840441	0.5810874422860395	0.0012027254830675	0.0226513299311052	0.5689101172024623	0.0021461412228372	0.0292995633538924	0.5648425704625307	nonzero-rate, specificity	0.477216935535522	0.7810987875378399	
NadigOConner2024_hepg2	HMGA1	0.6422932352311899	0.8148496267858379	0.4845773853514333	0.429539224181535	0.6040395340052837	0.5075135814954556	0.5940290755918262	0.789447990794337	0.4899365116409731	0.3229748391520339	0.4844622587280509	0.5194376374896815				
ReplogleWeissman2022_rpe1	HMGA1	0.0071384425746463	0.0129789864993569	0.5854123888725925	0.9999988756465412	0.9999999948166662	0.3351295306521802	0.9911559084235024	0.997037330607116	0.4173127008737811	0.998167523936921	0.99999994418258	0.3987132649394219	correlation, specificity	0.0005172256292261	0.0042835308669907	correlation
NormanWeissman2019_filtered	HNF4A	1.3520032304745372e-14	3.0902930982275137e-14	0.6452430708074243	0.9994524350613748	0.999999999509541	0.4377018415096321	0.0792353806602829	0.1408628989516141	0.5269094042638267	0.012943508133017	0.0230106811253636	0.5425116708719262	correlation, uniform	0.0005369200697277	0.0015033761952377	correlation
NadigOConner2024_hepg2	HSF1	0.7928400508776918	0.9106946530351866	0.4582063782246597	0.8740183047282153	0.9592883832382852	0.4413467397928092	0.9904116681355932	0.9970974545388352	0.3800845521023765	0.985076269041105	0.9983473175584424	0.38878732480195				
NadigOConner2024_jurkat	HSF1	0.0035830058905193	0.0177393970438833	0.6374150658501804	0.0005667508621867	0.0048173823285871	0.6663424838520259	0.4144972486556505	0.6280461236343913	0.5110388180521769	0.0287326878947076	0.1061860204804413	0.597081830383357	nonzero-rate, correlation	0.4769193863497102	0.6915331102070797	
ReplogleWeissman2022_K562_essential	HSF1	0.2156035605581968	0.4851080112559429	0.5202056523576931	0.0884672435718313	0.2522954724085561	0.5346609055044149	0.9058467488758056	0.9999997917412552	0.4662292469002442	0.5515373915960805	0.8166995990941961	0.4966749542081533				
ReplogleWeissman2022_K562_gwps	HSF1	0.5736496111998506	0.8686292883087073	0.4964906176492319	0.0120833191916433	0.0880912947519803	0.5426117030385609	0.4396716422167475	0.8149068618692006	0.502869230139216	0.1446356417897407	0.4952675006739607	0.5200297996954165	nonzero-rate, uniform	0.0946534656771858	0.4029352802694099	
ReplogleWeissman2022_rpe1	HSF1	0.981688388308084	1.0	0.3614714522220736	0.0674623353438791	0.1177283891295145	0.5990952145983113	0.1278681568520608	0.210745665922841	0.5753365275977993	0.0523794312334534	0.0914072427407325	0.6075297329453485	uniform, nonzero-rate	0.8198979149518228	0.897077776492082	
NormanWeissman2019_filtered	IRF1	2.7065533152101884e-213	4.330485304336302e-212	0.9465283512248832	4.313200539870303e-75	3.4505604318962427e-74	0.762311572027655	1.1402610948061397e-198	1.8244177516898238e-197	0.9307682032350512	4.1470673377993105e-187	6.635307740478897e-186	0.9178903353248814	correlation, specificity	0.0025559860833468	0.0059639675278093	correlation
PapalexiSatija2021_eccite_RNA	IRF1	6.1060781903010095e-33	2.0353593967670032e-32	0.6262595803885511	9.08789017352928e-19	4.54394508676464e-18	0.5930501707303164	0.0010639838958389	0.0026599597395974	0.5325989052323705	8.825273596790945e-20	4.412636798395472e-19	0.5957976359456257	correlation, uniform	2.0869328298238917e-07	5.565154212863711e-07	correlation
ReplogleWeissman2022_K562_gwps	IRF1				0.7161964879258786	0.8938785228837568	0.4899954074382808	0.0767252392208645	0.3267854977078183	0.5249853276121452	0.8010616694577211	0.9478530748557328	0.4852022555835462				
FrangiehIzar2021_RNA	IRF3	0.594807047840428	0.9542134686286986	0.4975544043630316	0.5980108320355464	0.7628268533271616	0.4974700719292966	0.3943181272105109	0.6196427713308029	0.5027325910656022	0.3960898822198312	0.5809318272557525	0.5026856947721823				
