Dataset	TF	z-aggregate_MWU-pvalue	z-aggregate_MWU-adjusted-pvalue	z-aggregate_ROC-AUC	viper_MWU-pvalue	viper_MWU-adjusted-pvalue	viper_ROC-AUC	ulm_MWU-pvalue	ulm_MWU-adjusted-pvalue	ulm_ROC-AUC	zscore_MWU-pvalue	zscore_MWU-adjusted-pvalue	zscore_ROC-AUC	Top, Second	DeLongs-pvalue	DeLongs-adjusted-pvalue	Winner
ReplogleWeissman2022_K562_essential	CDK7	0.031773146005087	0.1165015353519857	0.6300129294625985	0.0341920419206084	0.1253708203755642	0.6277088329226111	0.0367856090791278	0.1666171705348733	0.6253826347371562	0.0367856090791278	0.1770307436933029	0.6253826347371562				
ReplogleWeissman2022_K562_gwps	CDK7	0.3766229728544813	0.7737890169555708	0.5168543350116805	0.3934959231263665	0.7600861421073404	0.5144883967585329	0.4222927413868147	0.7887451202761994	0.5105107367243805	0.4222927413868147	0.7574457107414296	0.5105107367243805				
ReplogleWeissman2022_rpe1	CDK7	0.0191208733528221	0.0371087512158207	0.8452787756651772	0.0202261000083087	0.0409118841077153	0.8350419112707731	0.0124037137300765	0.0262840600470669	0.8598674026694705	0.0124037137300765	0.0269251346823612	0.8598674026694705	ulm, zscore	1.0	1.0	
NadigOConner2024_hepg2	CDK9	0.0286962953557822	0.0825845435576048	0.5695214235738306	0.0654113480882785	0.1731476861160313	0.5553072877874828	0.0438106981564802	0.119483722244946	0.5625263986019623	0.0438106981564802	0.1270480055034425	0.5625263986019623	z-aggregate, ulm	0.4615283816290555	0.7268546376853405	
NadigOConner2024_jurkat	CDK9	0.0723742171537983	0.2019633952994577	0.5540422535792326	0.2237921539627965	0.4135289801486457	0.5281436121130778	0.1617564944942081	0.3928372009145055	0.5365858018842626	0.1617564944942081	0.4166455161214452	0.5365858018842626				
ReplogleWeissman2022_K562_essential	CDK9	0.0023446429976397	0.0120358340545505	0.5707008718280557	0.0097390607812397	0.0394688252713399	0.5584145671126697	0.0033623792031812	0.0208738777964223	0.5677639315061821	0.0033623792031812	0.0208738777964223	0.5677639315061821	z-aggregate, ulm	0.591203492629981	0.7303101967782117	
ReplogleWeissman2022_K562_gwps	CDK9	0.52817046576522	0.8289689877573613	0.4988178334401993	0.80289445198068	0.9450736778522588	0.4857476405638129	0.7255527245549832	0.9360845083614904	0.4899729424871531	0.7255527245549832	0.9347977731237102	0.4899729424871531				
ReplogleWeissman2022_rpe1	CDK9	0.0191798039991882	0.0371087512158207	0.6151399800747037	0.0093986953509844	0.0209120971559404	0.6306907976933386	0.0087962130641359	0.0190942186026365	0.6320570110108357	0.0087962130641359	0.0195715740677025	0.6320570110108357	ulm, zscore	1.0	1.0	
FrangiehIzar2021_RNA	CDKN1A	0.2673991811407138	0.4902318320913087	0.5056179318412481	0.2132664318007806	0.4265328636015612	0.5071967908257701	0.2877777816377496	0.4870085535408069	0.50506754612174	0.1465585176639221	0.2480221068158682	0.5095153764525087				
NormanWeissman2019_filtered	CDKN1A	0.9970843841378212	0.9970843841378212	0.4566459290151069	0.9827771212463712	0.9964306328892788	0.4667458577774032	0.970223536723141	0.9992063231907026	0.470373885257323	0.9546844034097474	0.9920075828557738	0.4733931586327456				
FrangiehIzar2021_RNA	CDKN2A	0.0002882697955263	0.00090599078594	0.5340472095733007	0.000729790762575	0.0022936281109503	0.5314775386763159	0.0091578035614787	0.0251839597940666	0.5233334357324908	0.001425039385474	0.0044786952114899	0.5295079405409532	z-aggregate, viper	0.445549822788128	0.8019896810186304	
