Dataset	TF	z-aggregate_MWU-pvalue	z-aggregate_MWU-adjusted-pvalue	z-aggregate_ROC-AUC	viper_MWU-pvalue	viper_MWU-adjusted-pvalue	viper_ROC-AUC	ulm_MWU-pvalue	ulm_MWU-adjusted-pvalue	ulm_ROC-AUC	zscore_MWU-pvalue	zscore_MWU-adjusted-pvalue	zscore_ROC-AUC	Top, Second	DeLongs-pvalue	DeLongs-adjusted-pvalue	Winner
ReplogleWeissman2022_K562_gwps	FOSL1	0.0622513144244407	0.2930999387484085	0.5322700267014413	0.0773791453192416	0.3886152631588581	0.5299166408728829	0.0465739132952085	0.2734097595160406	0.5353010356159857	0.0501010705290742	0.2830710484892694	0.5345620747349622				
ReplogleWeissman2022_K562_gwps	FOSL2	0.4533253861340958	0.7886027772090635	0.5036313612944918	0.4915365891379117	0.8247823973684612	0.5006570895347072	0.4942549670218845	0.8246185229807445	0.5004460444842914	0.4936854703124345	0.795582659495507	0.5004902561116413				
NormanWeissman2019_filtered	FOXA1	0.9160793558080192	0.9771513128618872	0.4857409288868709	0.9964306328892788	0.9964306328892788	0.4721853131547174	0.9992063231907026	0.9992063231907026	0.4673475558234093	0.9920075828557738	0.9920075828557738	0.4750909605474532				
ReplogleWeissman2022_K562_gwps	FOXA1	0.7626298058032328	0.9216809417728912	0.4866035002086341	0.6071203519794327	0.8561110961687611	0.4949055572104872	0.799972497053903	0.9567958400840336	0.4842282259013637	0.799972497053903	0.96185825193633	0.4842282259013637				
ReplogleWeissman2022_K562_gwps	FOXA2	0.6735769682627177	0.879855710281378	0.4859078169899602	0.5673271360213771	0.8298497066840947	0.4946874741319163	0.7355716867004424	0.9360845083614904	0.4802704077007068	0.7039380658241531	0.9347977731237102	0.4832150923761584				
FrangiehIzar2021_RNA	FOXM1	0.822075600416857	0.9042831604585428	0.4833681447858809	0.6746361209634804	0.796748522239919	0.4918444200197061	0.8114256062108572	0.892568166831943	0.4840912419676345	0.8057648583648543	0.8863413442013398	0.4844653290195516				
ReplogleWeissman2022_K562_gwps	FOXM1	0.0206953962541513	0.1612813639116623	0.5397543145723807	0.0377051906699018	0.2367048080943836	0.5346547428313829	0.0251457617140601	0.1693154762096866	0.5381537346256237	0.0251457617140601	0.1671453572758115	0.5381537346256237				
NadigOConner2024_hepg2	FOXO1	0.8383027389318238	0.9314474877020265	0.4568306465015788	0.9532455109993312	0.9949179113747584	0.4266799623289569	0.9645904242301834	0.999967658746436	0.4210200727568186	0.9759772671510146	0.9998294649312244	0.4135735785644377				
NadigOConner2024_jurkat	FOXO1	0.8981075992982221	0.9999999809091804	0.4566334852594395	0.9977978014111294	0.9999999997133712	0.402825545955317	0.9970936113599944	0.9999999984302912	0.4058792140853209	0.9986090809941066	0.99999999998846	0.3979380458388092				
ReplogleWeissman2022_K562_gwps	FOXO1	0.5212497888084494	0.8289689877573613	0.4988645335912757	0.6417131822655198	0.8826360143585346	0.4922644211299162	0.6421752641554759	0.9089224339858288	0.4922380538940474	0.6978684782808984	0.9347977731237102	0.4889566441064129				
ReplogleWeissman2022_rpe1	FOXO1	0.486703889529904	0.5853600833535333	0.5011976895443119	0.9032657206610047	0.9899569824621623	0.4533049356671542	0.911174562851838	0.9999999999999952	0.4515943357439896	0.9484072782127208	0.999999999999992	0.4414830591296025				
ReplogleWeissman2022_K562_gwps	FOXO3	0.581575277133143	0.8534806015070802	0.4969387446588176	0.6830116773953088	0.9049869078206192	0.4929217830067698	0.6180495889163494	0.9011561748070644	0.495534844921609	0.6571342632900447	0.9224369161711186	0.4939844411514729				
NormanWeissman2019_filtered	FOXO4	0.1333230942669288	0.1777641256892383	0.522119796813977	0.0438381470419674	0.063764577515589	0.534007203983641	0.013332917347355	0.0193933343234254	0.5441347275229037	0.0051631902114889	0.0075100948530748	0.5510709848198369	zscore, ulm	1.7703131083049858e-19	9.669934082059077e-19	zscore
ReplogleWeissman2022_K562_gwps	FOXO4	0.4921651081392126	0.8060095249236381	0.500331897140246	0.7039314605221617	0.9109777113491266	0.4909471807382561	0.6912716282856697	0.9241133890000136	0.4915602939229112	0.7129720475572768	0.9347977731237102	0.4905019829893567				
NadigOConner2024_hepg2	GABPA	0.2138622843506049	0.3631623696519706	0.5254963015809317	0.3836948624337393	0.5632028619306088	0.5095098665794702	0.3154902436447324	0.4981845775403924	0.5154426955604108	0.3154902436447324	0.4981424899653669	0.5154426955604108				
NadigOConner2024_jurkat	GABPA	0.0017955133375658	0.012718219474425	0.5771271985012443	0.1654463272595039	0.3196122231149507	0.5257528730811174	0.1368001788357774	0.3420004470894434	0.5289971478902776	0.1368001788357774	0.3750972645497122	0.5289971478902776	z-aggregate, ulm	0.000155339036925	0.0022524160354128	z-aggregate
ReplogleWeissman2022_K562_essential	GABPA	0.5743956413125809	0.8190456366864579	0.4947872052560551	0.609145811234485	0.8086935769837128	0.4922993000773862	0.5648336787644406	0.8527881032325868	0.495463687959642	0.5648336787644406	0.8527881032325868	0.495463687959642				
ReplogleWeissman2022_K562_gwps	GABPA	0.1300746577495436	0.4692805318205778	0.5234286956289264	0.2462173978084726	0.603502272722088	0.5142823315124722	0.1797306131448339	0.5551848384068339	0.5190667533754447	0.1797306131448339	0.5908814566976147	0.5190667533754447				
ReplogleWeissman2022_rpe1	GABPA	0.0062483859632585	0.0129327058309304	0.5883530302574571	0.0720902154429583	0.1309393709065977	0.5516581640993317	0.036315998501844	0.0687685929077473	0.563498550356951	0.036315998501844	0.0687685929077473	0.563498550356951	z-aggregate, ulm	0.0778879973425901	0.2428272858327809	
NadigOConner2024_hepg2	GABPB1	0.9354624846896556	0.9966961233902358	0.4304387568555758	0.9922157022669578	0.9949179113747584	0.3891377209018891	0.9793663302194898	0.999967658746436	0.4064645541336583	0.9793663302194898	0.9998294649312244	0.4064645541336583				
NadigOConner2024_jurkat	GABPB1	0.770385350177742	0.9162195972960104	0.4784375929414097	0.9743297263638068	0.9999999997133712	0.4432285271979927	0.972501440151088	0.9999999984302912	0.444094497529612	0.972501440151088	0.99999999998846	0.444094497529612				
ReplogleWeissman2022_K562_gwps	GABPB1	0.730760935973434	0.9046582954203908	0.4856296745953848	0.8174918814619541	0.9474521292841108	0.4788375534716556	0.8608311071983323	0.9701891228895394	0.4746741333179165	0.8608311071983323	0.9709911448951148	0.4746741333179165				
ReplogleWeissman2022_rpe1	GABPB1	0.0515025046212477	0.0914072427407325	0.5680820847571483	0.0149161066408074	0.0308728718844619	0.5907079646017699	0.0281191341353049	0.0544044116965681	0.579720859254067	0.0281191341353049	0.0544044116965681	0.579720859254067	viper, ulm	0.1909601862202837	0.4217037445697933	
NadigOConner2024_hepg2	GATA1	0.2726317256983648	0.4430836382845	0.5391326426975421	0.3879841937744194	0.5632028619306088	0.5184135689620151	0.398005319459724	0.5928316003087557	0.5167276051188299	0.4889459692426047	0.6984942417751497	0.5017976843388178				
NadigOConner2024_jurkat	GATA1	0.8485536417372159	0.9746899938873426	0.4473539342337052	0.6754048585695215	0.8442560732119018	0.4767558300478148	0.5819204666593812	0.7944771686426124	0.4894330383357101	0.6272930408379349	0.859998523729427	0.4834090051170204				
ReplogleWeissman2022_K562_essential	GATA1	1.2444350087794142e-05	0.000119776869595	0.6193571473300948	0.0005764778526216	0.0036990662209889	0.5920211481173345	2.4051536178776373e-14	6.173227619219269e-13	0.7133848617410519	7.93219954970418e-05	0.000763474206659	0.6069375486433536	ulm, z-aggregate	4.985539319214805e-10	5.234816285175546e-09	ulm
ReplogleWeissman2022_K562_gwps	GATA1	0.1094437534050036	0.4339348819215935	0.5523472666936652	0.2168887009171005	0.5791400738775048	0.5333264380340822	0.0230202324925067	0.1678249207518234	0.5849406664355283	0.2836172465100786	0.654056099094671	0.5243592470333217				
ReplogleWeissman2022_rpe1	GATA1	0.6003283031027726	0.7030160391598259	0.4908102328485061	0.5408381898282493	0.6680756756391409	0.4962898668185402	0.5887199617502564	0.6804685272178288	0.4918856238499956	0.6492802113026613	0.7808910649450926	0.4861273876281433				
GasperiniShendure2019_lowMOI	GATA2	0.4275041760070989	0.5557554288092286	0.5140018066847335	0.6184351780060431	0.7308779376435055	0.4771454381210478	0.6917114240127226	0.8174771374695812	0.4619692863595303	0.7154999982382675	0.8455909070088616	0.4567299006323396				
ReplogleWeissman2022_K562_gwps	GATA2	0.411936116813034	0.7886027772090635	0.503556318971536	0.2749562286063156	0.6214010766502733	0.5095655762783102	0.2949154726449854	0.6801111920180276	0.5086246811102293	0.3569098181532557	0.7126268853736865	0.5058672848860644				
WesselsSatija2023	GATA2	0.0933008323649655	0.124401109819954	0.5587123121911868	0.0664509739213545	0.1063215582741673	0.5668044771604315	0.0928359266094077	0.1264741614648068	0.5588383583745085	0.1386590150147622	0.1960049229919961	0.5483008974488253				
ReplogleWeissman2022_K562_gwps	GLI2	0.8748880091947877	0.9935914074272464	0.4779222130832077	0.746028921530034	0.9109777113491266	0.487267857005193	0.8432981435923309	0.9650178600966016	0.4806125722662469	0.7792037992191292	0.9570655359974086	0.4852012009732556				
NadigOConner2024_hepg2	GTF2F1	0.1899516041799231	0.3419128875238616	0.5598325321055364	0.1040203372434762	0.2463639566292857	0.5858329383618841	0.1412474437439801	0.3100553643160539	0.573272846277112	0.1412474437439801	0.2956341845804235	0.573272846277112				
NadigOConner2024_jurkat	GTF2F1	0.1227440134895488	0.2819794904489635	0.5500750309910617	0.1312734686207441	0.293491243981877	0.5483078414376125	0.2084216658193277	0.4662063577537594	0.5350073166867061	0.2084216658193277	0.4788065295849421	0.5350073166867061				
ReplogleWeissman2022_K562_essential	GTF2F1	0.952627891946596	0.9999881318155772	0.4245233524099283	0.9314603814856992	0.9961451301999836	0.4328409158598443	0.9576242900518488	0.999974251399644	0.4221349596550633	0.9576242900518488	0.9999654569773756	0.4221349596550633				
ReplogleWeissman2022_K562_gwps	GTF2F1	0.6613702412826912	0.879855710281378	0.4865599242779602	0.4906657590580522	0.8247823973684612	0.5007557126583128	0.5909032845469527	0.8728375314222961	0.4925770622528981	0.5909032845469527	0.8569066927310038	0.4925770622528981				
ReplogleWeissman2022_rpe1	GTF2F1	0.1494680133117466	0.2333798804341307	0.5480760805828709	0.1589736397187937	0.2482219988591691	0.5462461835019445	0.164946541427911	0.2531076239152428	0.5451183647976778	0.164946541427911	0.2575481085453348	0.5451183647976778				
NadigOConner2024_hepg2	GTF2F2	0.0027036891680599	0.0105796532663217	0.5933834382828899	0.0251736415536844	0.0809152764225571	0.5657363396303067	0.0185619451072388	0.0618731503574628	0.5700155731599973	0.0185619451072388	0.0668230023860599	0.5700155731599973	z-aggregate, ulm	0.0173956924542666	0.0657170603827852	z-aggregate
NadigOConner2024_jurkat	GTF2F2	0.0236413838381485	0.0941025576465972	0.5566720391444323	0.014865607323427	0.0665040327626997	0.5620969114632495	0.1343543632820186	0.3420004470894434	0.5315975805118324	0.1343543632820186	0.3750972645497122	0.5315975805118324	viper, z-aggregate	0.482797258688695	0.8235953236454211	
ReplogleWeissman2022_K562_essential	GTF2F2	0.3524477912133061	0.682790228418483	0.5143958877221168	0.3075843608242571	0.5639046615111382	0.5191086825552094	0.3580486125488488	0.798400376388726	0.5138241981770715	0.3580486125488488	0.8200696585985574	0.5138241981770715				
ReplogleWeissman2022_K562_gwps	GTF2F2	0.0290510961614396	0.1823763259023712	0.5700671095228731	0.0109630522253719	0.1002265870093885	0.5847369502242659	0.0245551753742074	0.1693154762096866	0.5727561042861552	0.0245551753742074	0.1671453572758115	0.5727561042861552				
ReplogleWeissman2022_rpe1	GTF2F2	1.7451487416719195e-09	1.0354549200586723e-08	0.7187970864401108	5.605852368219123e-08	3.118255379821887e-07	0.6966444649687659	7.826431511872307e-09	4.3534525284789705e-08	0.7095546780849563	7.826431511872307e-09	4.0973670856272675e-08	0.7095546780849563	z-aggregate, ulm	0.4089311823036633	0.7740483093605056	
NadigOConner2024_hepg2	GTF2H1	2.7547115581707134e-06	1.770886001681173e-05	0.7031862104988248	0.0004321691191053	0.0024309512949673	0.6490380430051362	0.0002476173947753	0.0013109156193988	0.6558380004449474	0.0002476173947753	0.0013109156193988	0.6558380004449474	z-aggregate, ulm	0.0045736699679112	0.0222149684155689	z-aggregate
NadigOConner2024_jurkat	GTF2H1	0.0006205288848683	0.0071057153705361	0.6377182392781463	0.0018741838976454	0.0147707964990187	0.6236163438287567	0.0027836086493631	0.026289637243985	0.6182276071091206	0.0027836086493631	0.026289637243985	0.6182276071091206	z-aggregate, viper	0.1798549890397773	0.651974335269193	
ReplogleWeissman2022_K562_essential	GTF2H1	0.9928753514137	0.9999881318155772	0.4640936215281873	0.8374762189644944	0.9345749110183488	0.4855822548246781	0.99940344998925	0.999974251399644	0.4525256518251009	0.99940344998925	0.9999654569773756	0.4525256518251009				
ReplogleWeissman2022_K562_gwps	GTF2H1	0.2303783492040961	0.6349452063429966	0.515038291088283	0.2106141276282583	0.5734794318552577	0.5163988407490124	0.4736980468577247	0.823505835306506	0.5013452472276425	0.4736980468577247	0.7871746955135719	0.5013452472276425				
ReplogleWeissman2022_rpe1	GTF2H1	0.0017148663677005	0.0039134129929577	0.693876327548917	0.0282085086324173	0.0545773319192423	0.6264601308756865	0.0167293923264495	0.0346259515593955	0.6409588327253777	0.0167293923264495	0.0354503789774764	0.6409588327253777	z-aggregate, ulm	0.0770825297838465	0.2428272858327809	
NadigOConner2024_hepg2	GTF2H2	0.9347904692074857	0.9966961233902358	0.4200419798226014	0.9453005699104092	0.9949179113747584	0.4153632608842846	0.9803384306415648	0.999967658746436	0.391048818471122	0.981213701099709	0.9998294649312244	0.3900602613582504				
NadigOConner2024_jurkat	GTF2H2	0.218141960521462	0.4312108521935877	0.5265660971767842	0.161799326165162	0.3196122231149507	0.5336847207076215	0.4919984370893319	0.7467833420105932	0.5006850655705617	0.5893998475503162	0.8491353735894386	0.4922883520211764				
ReplogleWeissman2022_K562_essential	GTF2H2	0.5945905820051974	0.8324268148072764	0.4944095313702557	0.405278660513691	0.6784012360772654	0.5055989528097786	0.6593137775091534	0.9236299151596352	0.4904104525098022	0.6814277925797931	0.8945628576063837	0.488983292225461				
ReplogleWeissman2022_K562_gwps	GTF2H2	0.1062059029266017	0.4286166796680711	0.5187602123332204	0.0511504423008881	0.3104379719878899	0.5245801601373538	0.0800687033246965	0.3692964683955392	0.5211320454006241	0.086029778817149	0.3876321191571744	0.5205453942852589				
ReplogleWeissman2022_rpe1	GTF2H2	1.4982369693052763e-05	6.061049557644073e-05	0.6779902018674356	2.5876571494730833e-05	9.59589526262935e-05	0.6726311338328909	1.122026454616938e-05	4.3417545417785854e-05	0.6808006887645287	1.909440678463305e-05	7.72455547196519e-05	0.675642573876472	ulm, z-aggregate	0.8543358204230527	1.0	
NadigOConner2024_hepg2	GTF2H3	0.6285169611864702	0.7644125203619232	0.4837198742995065	0.679573902586182	0.837830838804882	0.4768254651037746	0.6072599430691213	0.7840530269770861	0.4864800277210214	0.6072599430691213	0.803726395238543	0.4864800277210214				
NadigOConner2024_jurkat	GTF2H3	0.0965979044122266	0.2488127840920988	0.540190725305229	0.0688996076932673	0.1889182791589589	0.5458387032814513	0.2603254610486653	0.5029014588440124	0.5198408461767241	0.2603254610486653	0.5396991265643061	0.5198408461767241				
ReplogleWeissman2022_K562_essential	GTF2H3	0.377007748537451	0.6911808723186602	0.5104140917765012	0.275154015886644	0.516752663982234	0.519850549254971	0.4820460247045839	0.8435805432330219	0.5014967321553931	0.4820460247045839	0.8435805432330219	0.5014967321553931				
ReplogleWeissman2022_K562_gwps	GTF2H3	0.0977269841920678	0.4015690623164969	0.5341419844088543	0.052197535113008	0.3104379719878899	0.5428285197346379	0.1087521618262414	0.4551479365320474	0.5325238446246287	0.1087521618262414	0.4311927819777291	0.5325238446246287				
ReplogleWeissman2022_rpe1	GTF2H3	0.0001803945099414	0.00055362453051	0.6270627062706271	0.0016427909268943	0.0043002468380468	0.604763573702503	0.0013597407664549	0.0034576265204141	0.606834577263036	0.0013597407664549	0.0035593214180733	0.606834577263036	z-aggregate, ulm	0.0464090467765756	0.1892061137814236	
TianKampmann2021_CRISPRi	GTF2H3	0.4316497437550536	0.530492865497909	0.5042627362240841	0.7058153731729763	0.8469784478075715	0.4864778912604734	0.8040924262425527	0.9649109114910632	0.478600697205064	0.8040924262425527	0.9649109114910632	0.478600697205064				
NadigOConner2024_hepg2	GTF2H4	0.0584231410156262	0.1421103430109828	0.5649616336479748	0.1571696570348754	0.3214833893895178	0.5417055304754442	0.1760958310015055	0.352191662003011	0.5385632619897441	0.1760958310015055	0.3445353215246847	0.5385632619897441				
NadigOConner2024_jurkat	GTF2H4	0.4173009608693649	0.6334032441767146	0.5054200150994044	0.3607871423117245	0.588898907336828	0.5092498951430249	0.5798204284593282	0.7944771686426124	0.4947719151077929	0.5798204284593282	0.8491353735894386	0.4947719151077929				
ReplogleWeissman2022_K562_essential	GTF2H4	0.3012597478441102	0.6359749155028492	0.5140955165851228	0.0870212372113108	0.2791931360529557	0.5367911197510393	0.4061024201380264	0.798400376388726	0.5064306659369922	0.4061024201380264	0.8313085811442766	0.5064306659369922				
ReplogleWeissman2022_K562_gwps	GTF2H4	0.9821649081437204	0.99999988097155	0.4497663347650358	0.9733621187153272	0.99998213924301	0.4537810991399688	0.9945588796735976	0.999996985483837	0.4391029201040226	0.9945588796735976	0.99999607242354	0.4391029201040226				
ReplogleWeissman2022_rpe1	GTF2H4	3.880491565881821e-09	2.1585234335217633e-08	0.7231618705486225	7.780712836423095e-09	5.326795711089657e-08	0.7187011052559112	3.687030953717675e-09	2.3386545893093762e-08	0.7236093552465234	3.687030953717675e-09	2.0509109680054573e-08	0.7236093552465234	ulm, zscore	1.0	1.0	
ReplogleWeissman2022_K562_gwps	GTF2H5	0.2512268346121734	0.6615223443166213	0.5196685943168057	0.4157743795823172	0.7843860927420261	0.506238968284617	0.4970175268425461	0.8246185229807445	0.5002193389986122	0.4970175268425461	0.795582659495507	0.5002193389986122				
GasperiniShendure2019_lowMOI	H3F3B	0.1682157388355694	0.4373609209724804	0.5732610659439927	0.1617780779053358	0.5711411536092568	0.5752484191508582	0.0967293684667491	0.2870609539073149	0.599096657633243	0.0967293684667491	0.3674555161651616	0.599096657633243				
ReplogleWeissman2022_K562_gwps	HDAC1	0.6800674832701524	0.879855710281378	0.4893436826641771	0.7293689045129758	0.9109777113491266	0.4860863821446989	0.6351304137703391	0.9089224339858288	0.4921317421146981	0.7014406877766414	0.9347977731237102	0.4879620977747884				
ReplogleWeissman2022_K562_gwps	HDAC2	0.9722075130440208	0.99999988097155	0.4438548811735292	0.9342032821360324	0.9955498437384808	0.455775247645819	0.964663056017409	0.999996985483837	0.4469845550803402	0.9954304835184894	0.99999607242354	0.4235429845716603				
SunshineHein2023	HDAC2	0.1659711349921208	0.3153451564850295	0.529640087182971	0.3335145601847625	0.6336776643510489	0.5131446727807971	0.0994751216467012	0.2100030345874804	0.5392429517663044	0.0411564734697922	0.086885888436228	0.5530775871829711	zscore, ulm	0.3569087153305128	0.6149676642200345	
NadigOConner2024_hepg2	HDAC3	0.5717826638404512	0.7247949259949381	0.4919087277405375	0.6345940352043766	0.8138872148149944	0.4846106226362168	0.4228781802260637	0.6138554229088021	0.5087054931661878	0.4793725253799504	0.6958633432934764	0.5023166284592244				
NadigOConner2024_jurkat	HDAC3	0.202692393295195	0.4202159373193067	0.5220367418840701	0.007292317953974	0.0387404391304869	0.5646925593490479	0.0026717159789126	0.026289637243985	0.573778066716998	0.7323426517949538	0.9406413456546544	0.4835814948410368	ulm, viper	0.4445141704073675	0.8221148564516225	
ReplogleWeissman2022_K562_essential	HDAC3	0.540201643858092	0.8155985603347663	0.4961965503077467	0.7387786448416577	0.901197295274289	0.4758960952948031	0.425122278336854	0.798400376388726	0.5071165425384564	0.553722893536372	0.852733256046013	0.4949101596207057				
ReplogleWeissman2022_K562_gwps	HDAC3	0.4342055197027067	0.7886027772090635	0.5040453374943759	0.1401582919796916	0.4681280814938175	0.5263646719828452	0.2111180625991195	0.5738160332863387	0.5195987019078891	0.4608918217278777	0.7773250127649279	0.5023978326839682				
ReplogleWeissman2022_rpe1	HDAC3	6.267045648496695e-05	0.0002162634180681	0.644523714408339	3.8900075256969075e-06	1.8221614199317095e-05	0.6684779622405018	5.718513751847634e-07	2.827487355080219e-06	0.6833242496291028	0.0191807262102081	0.0396996426211284	0.5780369397371716	ulm, viper	0.1107432530603138	0.2794948767712681	
WesselsSatija2023	HDAC3	0.0009028271314264	0.0024251605944117	0.6028284763537359	0.0021252359063736	0.0056672957503296	0.594232126651205	0.0008195441672391	0.0028497258434097	0.60378642734698	0.0131498621157184	0.0262997242314369	0.5732328325098316	ulm, z-aggregate	0.9619618688175676	0.9619618688175676	
ReplogleWeissman2022_K562_gwps	HDAC5	0.3689187892599371	0.7719967256735721	0.5086412115526369	0.2968528038082647	0.6518861534424408	0.5137859143603833	0.4665197353011129	0.823505835306506	0.50217130603766	0.2468777319013804	0.6330768254400193	0.517684755076057				
NadigOConner2024_hepg2	HDAC7	0.9983473175584424	0.9983473175584424	0.3743652244566321	0.9883788818063336	0.9949179113747584	0.4029488911851203	0.999967658746436	0.999967658746436	0.3291647899389732	0.9998294649312244	0.9998294649312244	0.3468192777468669				
ReplogleWeissman2022_K562_essential	HDAC7	0.8365422499527994	0.9923877742199604	0.4780582645147162	0.759651302342452	0.901197295274289	0.4842166460831471	0.7329040913295503	0.9251412300389404	0.4860869487887219	0.4298639332489529	0.8313085811442766	0.5039557041175562				
ReplogleWeissman2022_K562_gwps	HDAC7	0.7335079324106141	0.9046582954203908	0.4740205275972213	0.668962739501485	0.8945892256055361	0.4817837119435323	0.7144228420540413	0.9360845083614904	0.4763943800397596	0.5662541177643003	0.85194737878731	0.4930459693091201				
ReplogleWeissman2022_rpe1	HDAC7	0.99999994418258	0.99999994418258	0.3421702859619916	0.9999993961427562	0.9999993961427562	0.3556230890904647	0.9999999999999952	0.9999999999999952	0.2697007567547625	0.999999999999992	0.999999999999992	0.2716127038879947				
TianKampmann2021_CRISPRa	HDAC9	0.257801351106272	0.6874702696167253	0.5149245207591708	0.2401895904671718	0.4803791809343436	0.5161999581199672	0.2909617456841717	0.5819234913683435	0.5126401553368487	0.0467276341636643	0.0747642146618629	0.5385010755553864	zscore, viper	0.075884589853496	0.1897114746337401	
ReplogleWeissman2022_K562_gwps	HES1	0.4528795027850334	0.7886027772090635	0.5022126413497235	0.3332455270276823	0.6867203509620997	0.5080603723941898	0.4068739887377796	0.7818094998627368	0.5044063010202723	0.5622478030396438	0.85194737878731	0.4970698399622946				
ReplogleWeissman2022_K562_gwps	HEY1	0.2735784469059004	0.6834057540939562	0.5138914375847298	0.5358350019441214	0.8261402458426447	0.4979189755273652	0.3432253938441766	0.7450566688204261	0.509339824775729	0.3417819133382556	0.6958802920220339	0.509430718715045				
ReplogleWeissman2022_K562_gwps	HIC1	0.1369632348802775	0.4836514231709801	0.5212748822537896	0.127754979782292	0.4681280814938175	0.5221128792962244	0.1452284569424227	0.5128379885779304	0.5205581108210685	0.2898339447755574	0.6550247151927598	0.5107712805069038				
ReplogleWeissman2022_K562_gwps	HIF1A	0.0021461412228372	0.0292995633538924	0.5648425704625307	0.0002847097592679	0.0053620337995456	0.5782371730438473	0.0001580036468395	0.0027468326296719	0.5817799684470819	6.260005386925279e-05	0.0012861465613137	0.5870907696545973	zscore, ulm	0.1743660722136532	0.6286359597189406	
NadigOConner2024_hepg2	HMGA1	0.3229748391520339	0.4844622587280509	0.5194376374896815	0.2632083339521786	0.4695668437387401	0.5268064361377987	0.3155168991089152	0.4981845775403924	0.5203236220778715	0.5177199029819427	0.7168429425903822	0.4981221448606411				
ReplogleWeissman2022_rpe1	HMGA1	0.998167523936921	0.99999994418258	0.3987132649394219	0.9997448520817768	0.9999993961427562	0.3788560464357325	0.9999589750927912	0.9999999999999952	0.3627150325652034	0.9999349141491788	0.999999999999992	0.3666261585758422				
NormanWeissman2019_filtered	HNF4A	0.012943508133017	0.0230106811253636	0.5425116708719262	0.0065082317612913	0.0115701897978513	0.5474288328544348	0.42020674393065	0.5171775309915693	0.5038460247529015	0.2956180891619253	0.3638376481992927	0.5102571604940073	viper, z-aggregate	0.6895275868729804	0.7425681704785942	
NadigOConner2024_hepg2	HSF1	0.985076269041105	0.9983473175584424	0.38878732480195	0.9949179113747584	0.9949179113747584	0.3684046821044078	0.967602773767835	0.999967658746436	0.4054501828153565	0.9684826889027998	0.9998294649312244	0.4048217550274222				
NadigOConner2024_jurkat	HSF1	0.0287326878947076	0.1061860204804413	0.597081830383357	0.0335185697047761	0.1187116010377489	0.5935900931129938	0.0063863755798537	0.046828942720083	0.6272465606912172	0.0113746958942881	0.0743730116164995	0.6163912423454408	ulm, zscore	0.0446748373025523	0.2591140563548036	
ReplogleWeissman2022_K562_essential	HSF1	0.5515373915960805	0.8166995990941961	0.4966749542081533	0.6066835252362919	0.8086935769837128	0.4930519678752583	0.4134481444464821	0.798400376388726	0.5056139042832989	0.5478369457938304	0.852733256046013	0.4969149210971256				
ReplogleWeissman2022_K562_gwps	HSF1	0.1446356417897407	0.4952675006739607	0.5200297996954165	0.3119051775214462	0.6587903749518396	0.5092701508770663	0.1136255503341067	0.4668977159183294	0.5228223971372131	0.2042518825606647	0.5994925384248082	0.5156222454754922				
ReplogleWeissman2022_rpe1	HSF1	0.0523794312334534	0.0914072427407325	0.6075297329453485	0.1051933605153176	0.1787974499965767	0.5830239754296809	0.0519046218319316	0.0962398196467065	0.6078248719142989	0.1354234505534951	0.2250296161885273	0.5729892504853653	ulm, z-aggregate	0.9911696646971064	1.0	
NormanWeissman2019_filtered	IRF1	4.1470673377993105e-187	6.635307740478897e-186	0.9178903353248814	2.270361221006062e-111	1.8162889768048497e-110	0.8210292498502292	1.3834322999799881e-147	2.213491679967981e-146	0.870507682841923	9.61578184056283e-137	7.692625472450264e-136	0.8564136348180892	z-aggregate, ulm	2.0721287318698022e-19	9.669934082059077e-19	z-aggregate
PapalexiSatija2021_eccite_RNA	IRF1	8.825273596790945e-20	4.412636798395472e-19	0.5957976359456257	3.8614113282138353e-22	1.5258145678483684e-21	0.6019167417265519	0.0001074851202469	0.0002687128006173	0.5392738317413868	0.0003117685780579	0.0007794214451448	0.5363068505392984	viper, z-aggregate	0.0972556628188318	0.1945113256376637	
ReplogleWeissman2022_K562_gwps	IRF1	0.8010616694577211	0.9478530748557328	0.4852022555835462	0.7882396727299149	0.9400998931130314	0.4859915085472949	0.7569237289388064	0.9451091864097804	0.4878100255303231	0.437819561010336	0.7647139733129406	0.5027393121074016				
FrangiehIzar2021_RNA	IRF3	0.3960898822198312	0.5809318272557525	0.5026856947721823	0.0951619436548428	0.2093562760406543	0.5135363892653912	0.2764772255547912	0.4870085535408069	0.5061328195159409	0.2246624763190819	0.3530410342157002	0.5078196928973642				
SunshineHein2023	IRF3	0.9680896040210912	0.9680896040210912	0.4493022907448377	0.9441543895027936	0.9464153169232016	0.4560114767699115	0.8268523166106172	0.8775056108097334	0.4739554526179941	0.8023170712671388	0.9279698012073512	0.4764962435471976				
SunshineHein2023	IRF9	1.1853764286408511e-25	2.2522152144176173e-24	0.7406551702235772	5.111127310428793e-34	9.711141889814708e-33	0.7800471608231707	5.801030711098919e-35	1.1021958351087946e-33	0.7841499142530488	2.7303461690955858e-37	5.187657721281612e-36	0.7940127985264227	zscore, ulm	0.0003117187804436	0.0028054690239929	zscore
FrangiehIzar2021_RNA	JAK1	1.5237709088172313e-07	8.380739998494772e-07	0.547346117185793	2.333588413108934e-06	1.2834736272099135e-05	0.5423813506997239	1.4416273873904197e-08	7.928950630647309e-08	0.5513511072761708	1.4416273873904197e-08	7.928950630647309e-08	0.5513511072761708	ulm, zscore	1.0	1.0	
