Dataset	TF	CausalPath_MWU-pvalue	CausalPath_MWU-adjusted-pvalue	CausalPath_ROC-AUC	CollecTRI_MWU-pvalue	CollecTRI_MWU-adjusted-pvalue	CollecTRI_ROC-AUC	DoRothEA_MWU-pvalue	DoRothEA_MWU-adjusted-pvalue	DoRothEA_ROC-AUC	Ensemble_MWU-pvalue	Ensemble_MWU-adjusted-pvalue	Ensemble_ROC-AUC	Best3_Top, Second	Best3_DeLongs-pvalue	Best3_DeLongs-adjusted-pvalue	Best3_Winner	Best4_Top, Second	Best4_DeLongs-pvalue	Best4_DeLongs-adjusted-pvalue	Best4_Winner
ReplogleWeissman2022_K562_gwps	ARNTL	0.9752005231081476	0.99999988097155	0.4651370620758889							0.9752005231081476	0.9999973175522412	0.4651370620758889								
ReplogleWeissman2022_K562_gwps	ARX				0.0875367944695424	0.5717500951932137	0.5188106302005467				0.0875367944695424	0.5831057965736678	0.5188106302005467								
ReplogleWeissman2022_K562_gwps	ASCL1				0.1174256284872639	0.6089747709920899	0.5228968259286559	0.1887436220362359	0.8299473673295268	0.5170101335001154	0.055599201478466	0.433388647421889	0.5307004400366325								
NadigOConner2024_hepg2	ASF1B	0.9605430381606348	0.9966961233902358	0.4241948224885458							0.9605430381606348	0.9999999990003032	0.4241948224885458								
NadigOConner2024_jurkat	ASF1B	0.3951227767697035	0.6106442913713599	0.5080247498933195							0.3951227767697035	0.6428716261423865	0.5080247498933195								
ReplogleWeissman2022_K562_essential	ASF1B	0.6238922406759462	0.857851830929426	0.494523067772431							0.6238922406759462	0.8473152086213354	0.494523067772431								
ReplogleWeissman2022_K562_gwps	ASF1B	0.2391367589676785	0.6433917562701827	0.5078239979979826							0.2391367589676785	0.7380464439205511	0.5078239979979826								
ReplogleWeissman2022_K562_gwps	ATF1				0.6549176285394502	0.9535266025170543	0.4938080803262704	0.4178169447121059	0.9252298752282914	0.5032228262622287	0.524614034939741	0.9174275484590948	0.4990410524264712								
PapalexiSatija2021_eccite_RNA	ATF2	0.9587056862517052	0.9587056862517052	0.4817465919618829	0.8210722344067156	0.9481264908610472	0.490331531635691	0.2122855223125965	0.2653569028907457	0.5083970621121698	0.4687867808057698	0.639254701098777	0.5008237708471833								
ReplogleWeissman2022_K562_gwps	ATF2	0.2782005724630264	0.6834057540939562	0.5124324831819382	0.2165086149089399	0.7174266107083231	0.5165719499132981	0.1905805065719654	0.8299473673295268	0.5185106004047157	0.1674175182723058	0.6831533631514225	0.5203846053233694								
ReplogleWeissman2022_K562_gwps	ATF3	0.8882733447193938	0.9954610858195412	0.479896628400517	0.4428259190261109	0.8677503936330341	0.502378089880997	0.3552022461450246	0.8942275200343378	0.5061401906694014	0.265076754848185	0.7627855882055198	0.5103810891552673								
NadigOConner2024_hepg2	ATF4	0.0641261161368183	0.1479833449311192	0.5938359832326926	0.0138262107156513	0.0980404032564371	0.635855815928942	1.1245676646773128e-05	0.0001499423552903	0.7614813583734973	0.000141851597416	0.0009659418300234	0.723921112403745	DoRothEA, CollecTRI	0.0317481839127656	0.0714334138037227	DoRothEA	DoRothEA, Ensemble	0.1193971762883532	0.7428076800709382	
NadigOConner2024_jurkat	ATF4	0.1679039065219309	0.3659444116503623	0.5386164041478193	0.0098037381833118	0.0550517605678279	0.5936340523833183	6.156976932866569e-07	7.1577182345763305e-06	0.6946080930226556	7.369852435376486e-07	1.5009617312594046e-05	0.6931723590560936	DoRothEA, CollecTRI	0.0465571968230692	0.1489830298338214		DoRothEA, Ensemble	0.9510581693356992	1.0	
ReplogleWeissman2022_K562_essential	ATF4	0.0004297231925114	0.0027573904852817	0.613776431419208	0.0608446255646271	0.1824091130367392	0.5528354415847371	1.1216912285723686e-12	3.0285663171453955e-11	0.7395905086939278	2.1151925119656026e-08	2.961269516751844e-07	0.6871047028617947	DoRothEA, CausalPath	0.0004201590974447	0.0018206894222605	DoRothEA	DoRothEA, Ensemble	0.0003641646043483	0.005280386763051	DoRothEA
ReplogleWeissman2022_K562_gwps	ATF4	0.0258487531631877	0.1737648515870974	0.5553805326891637	0.0037178437405462	0.0753708321947107	0.5761884469727774	8.956108012970441e-10	1.2090745817510096e-07	0.6712295934665263	7.319273585224366e-08	4.04556212710583e-06	0.6496357678152379	DoRothEA, CollecTRI	0.0009532094152109	0.004607178840186	DoRothEA	DoRothEA, Ensemble	0.0898175282990476	0.3316339506426375	
ReplogleWeissman2022_rpe1	ATF4	0.4778833687404365	0.5853600833535333	0.5022933031970345	0.0402302838321174	0.1528750785620465	0.5722457562714914	2.7250823942112497e-05	0.0001771303556237	0.6667834925085429	0.0003002360894615	0.0011923661838614	0.641819121410064	DoRothEA, CollecTRI	0.0366982542246133	0.0633878936606957	DoRothEA	DoRothEA, Ensemble	0.2422387601131796	1.0	
SunshineHein2023	ATF4	1.3156714614669502e-11	1.2498878883936028e-10	0.6630201644549086	2.977961254164853e-07	1.0422864389576987e-06	0.6221004120291095	1.7346633031467977e-12	6.938653212587191e-12	0.6701470640696345	3.7519729021971606e-10	2.8765125583511563e-09	0.6505288598744292	DoRothEA, CausalPath	0.6892740560894308	0.7754333131006097		DoRothEA, CausalPath	0.6892740560894308	0.9843157890925868	
NadigOConner2024_hepg2	ATF5				2.5824848532614865e-05	0.0008359696003669	0.6644959832399342				2.5824848532614865e-05	0.0002172325494214	0.6644959832399342	CollecTRI			CollecTRI	CollecTRI, Ensemble	1.0	1.0	
NadigOConner2024_jurkat	ATF5				0.5909373966650078	0.8803761215621544	0.4861461140916833				0.5909373966650078	0.814046413773225	0.4861461140916833								
ReplogleWeissman2022_K562_essential	ATF5				1.6422214217692965e-08	2.093832312755853e-07	0.6352240977532266				1.6422214217692965e-08	2.6275542748308744e-07	0.6352240977532266	CollecTRI			CollecTRI	CollecTRI, Ensemble	1.0	1.0	
ReplogleWeissman2022_K562_gwps	ATF5				0.0128605568664214	0.1977864952559981	0.5920109623960822				0.0128605568664214	0.1861718708281955	0.5920109623960822								
ReplogleWeissman2022_rpe1	ATF5				6.761419700086598e-08	1.027735794413163e-06	0.6851010973039001				6.761419700086598e-08	4.271987901418351e-07	0.6851010973039001	CollecTRI			CollecTRI	CollecTRI, Ensemble	1.0	1.0	
ReplogleWeissman2022_K562_gwps	ATF6	0.0024706033212901	0.0310197972561979	0.5720636801723915	0.0773179826677033	0.566710149823864	0.5364914170959482	0.0001994449698418	0.0067312677321627	0.5907785952139618	0.0773179826677033	0.5429044340260708	0.5364914170959482	DoRothEA, CausalPath	0.2265277398052483	0.2856219327979218		DoRothEA, CausalPath	0.2265277398052483	0.6040739728139956	
SunshineHein2023	ATF6	0.0359856312892904	0.0854658743120647	0.5447429539745864	0.0992035933855836	0.1543167008220189	0.5319818447104019	0.0486547573779606	0.0973095147559213	0.5412303302304965	0.0992035933855836	0.2239865614067061	0.5319818447104019	CausalPath, DoRothEA	0.8257707241139165	0.8257707241139165		CausalPath, DoRothEA	0.8257707241139165	0.9843157890925868	
ReplogleWeissman2022_K562_gwps	ATF7							0.8527634372974371	0.9999995011210674	0.4417471414992019	0.8679151842998631	0.9999973175522412	0.437955827569176								
ReplogleWeissman2022_K562_gwps	ATM	0.659788574321435	0.879855710281378	0.4904703117026376							0.659788574321435	0.9743285581947684	0.4904703117026376								
TianKampmann2021_CRISPRa	ATM	0.898495306320028	0.898495306320028	0.4659236056200961							0.898495306320028	0.9999999958196356	0.4659236056200961								
NadigOConner2024_hepg2	ATR	6.946884341895037e-08	6.059863723615837e-07	0.6534257566524477							6.946884341895037e-08	1.0437820764693895e-06	0.6534257566524477	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
NadigOConner2024_jurkat	ATR	0.0113005757904191	0.0513495959420933	0.5589495927554815							0.0113005757904191	0.0553410561308694	0.5589495927554815	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
ReplogleWeissman2022_K562_essential	ATR	0.0721934547969543	0.2416911312767601	0.5361025574006157							0.0721934547969543	0.2310190553502538	0.5361025574006157								
ReplogleWeissman2022_K562_gwps	ATR	2.8132371058139924e-08	1.5894789647849055e-06	0.6822991355625545							2.8132371058139924e-08	1.7104481603349077e-06	0.6822991355625545	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
ReplogleWeissman2022_rpe1	ATR	8.553553366466268e-25	2.537554165384993e-23	0.7381763297654345							8.553553366466268e-25	1.9815731965646857e-23	0.7381763297654345	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
ReplogleWeissman2022_K562_gwps	BACH1				0.1433918870190649	0.629499124647665	0.522395669906224	0.9856620062741138	0.9999995011210674	0.4539997383393483	0.9773538698839764	0.9999973175522412	0.4579099695899267								
ReplogleWeissman2022_K562_gwps	BACH2							0.9096057278102144	0.9999995011210674	0.4780467708513564	0.8058432095887147	0.9999973175522412	0.4858490950221856								
ReplogleWeissman2022_K562_gwps	BATF							0.7049006873180723	0.9999995011210674	0.4898425534766411	0.667213565100768	0.9743285581947684	0.4918477689016384								
ReplogleWeissman2022_K562_gwps	BCL11A				0.8296898724879012	0.9861500865045688	0.4765610326244771	0.6211243000277855	0.9999995011210674	0.4924136169535014	0.7993165140468433	0.9999973175522412	0.4793590673670737								
ReplogleWeissman2022_K562_gwps	BCL11B				0.668248369682925	0.9535266025170543	0.4897687599878049				0.668248369682925	0.9743285581947684	0.4897687599878049								
SunshineHein2023	BCL2	0.6231399139353179	0.9369211363221422	0.4913637038559941							0.6231399139353179	0.8671294986756946	0.4913637038559941								
TianKampmann2021_CRISPRa	BCL2	0.6557957380799582	0.8743943174399442	0.4898149363433522							0.6557957380799582	0.9999999958196356	0.4898149363433522								
ReplogleWeissman2022_K562_gwps	BCL6	0.2246544733857756	0.6307470147232634	0.5177914619550336	0.283965460431544	0.791553720952929	0.5134300446486224	0.5692163009434772	0.9999995011210674	0.4958993473339744	0.425273868372741	0.8561805032139952	0.5044309131244583								
ReplogleWeissman2022_rpe1	BCLAF1				0.971461317719612	1.0	0.4392119170906946				0.971461317719612	0.9999999999778226	0.4392119170906946								
ReplogleWeissman2022_K562_gwps	BHLHE22							0.8403772246281223	0.9999995011210674	0.4801825992702507	0.6038519139459442	0.960791235007061	0.4947601796647751								
ReplogleWeissman2022_K562_gwps	BHLHE40				3.315044213183842e-07	2.4641828651333224e-05	0.5706503666613112	0.9556509663075872	0.9999995011210674	0.4758103323970679	0.1608362678470079	0.6675817821914125	0.5140824586289943	CollecTRI, DoRothEA	2.128746051171684e-06	2.0577878494659613e-05	CollecTRI	CollecTRI, Ensemble	0.0001620617646742	0.0019447411760908	CollecTRI
ReplogleWeissman2022_K562_gwps	BHLHE41				0.3598500287655992	0.8487040402070734	0.510749013394205				0.2469312833746113	0.7582536378371905	0.5204932992948029								
NadigOConner2024_hepg2	BRCA1	0.963472919277228	0.9966961233902358	0.4241575583129124	0.8855176373228493	0.9974158144449194	0.4490991049394721				0.80040845895085	0.9230516905642868	0.4643293961042609								
NadigOConner2024_jurkat	BRCA1	0.9801345640125816	0.9999999809091804	0.4489868520068553	0.997881336909044	0.9999999999727516	0.4290582098572292				0.992387787138389	0.9999681819073516	0.4397974010165462								
ReplogleWeissman2022_K562_essential	BRCA1	0.3206900356972797	0.6498192828602773	0.5132498301998584	0.381386978041388	0.7292768883528153	0.508586648650992				0.4189225811693001	0.679990276680603	0.5058219771962023								
ReplogleWeissman2022_K562_gwps	BRCA1	0.578961715783133	0.8534806015070802	0.4958758893946188	0.4837224297565552	0.9037171005689472	0.5008448497157203				0.6917526125953976	0.9779210315771036	0.4896331768033168								
ReplogleWeissman2022_rpe1	BRCA1	0.9289139348042426	0.9960643397298504	0.3866893642588026	0.9898252420204168	1.0	0.32090598440375				0.942315743399305	0.9999999999778226	0.3784468838792855								
NadigOConner2024_hepg2	BRD4				0.4447061279073886	0.7540669125386156	0.50839449257699				0.4447061279073886	0.6765210243697509	0.50839449257699								
NadigOConner2024_jurkat	BRD4				0.6560336194307531	0.8884222029756293	0.4861007585653169				0.6560336194307531	0.8598498895451618	0.4861007585653169								
PapalexiSatija2021_eccite_RNA	BRD4				0.3158376590483118	0.5865556525182934	0.5080116662938501				0.3158376590483118	0.5263960984138532	0.5080116662938501								
ReplogleWeissman2022_K562_essential	BRD4				0.0081836550771078	0.0373349394861291	0.5649739849218731				0.0081836550771078	0.0398508421146123	0.5649739849218731	CollecTRI			CollecTRI	CollecTRI, Ensemble	1.0	1.0	
ReplogleWeissman2022_K562_gwps	BRD4				0.1614054637864105	0.6406723104832637	0.518568454493969				0.1614054637864105	0.6675817821914125	0.518568454493969								
ReplogleWeissman2022_rpe1	BRD4				0.4463089657035963	0.9747683719290506	0.5044566403543009				0.4463089657035963	0.7130683475034469	0.5044566403543009								
SunshineHein2023	BRD4				0.7831712782381353	0.8434152227179917	0.4791426528346995				0.7831712782381353	0.8836574153494964	0.4791426528346995								
GasperiniShendure2019_lowMOI	BTF3	0.0090178356076506	0.0818434379599987	0.6794941282746161							0.0090178356076506	0.2344637257989156	0.6794941282746161	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
ReplogleWeissman2022_rpe1	BTF3	0.4660206978419694	0.5841667902526096	0.5023693406119049							0.4660206978419694	0.7197430777781528	0.5023693406119049								
SunshineHein2023	BTF3	0.8068176401017141	0.9580959476207856	0.4718505859374999							0.8068176401017141	0.8836574153494964	0.4718505859374999								
ReplogleWeissman2022_K562_gwps	CARM1	0.0012834821761724	0.0207190694153553	0.5699894728423109							0.0012834821761724	0.0300137370428019	0.5699894728423109	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
ReplogleWeissman2022_K562_gwps	CBFB	0.9932239480000812	0.99999988097155	0.4423216958163015							0.9691703035364186	0.9999973175522412	0.4563425146689826								
FrangiehIzar2021_RNA	CCND1	0.3455863323698012	0.5809318272557525	0.5045908543019628							0.3277395781596695	0.6827907878326448	0.5051559418942014								
NadigOConner2024_hepg2	CCND1	0.5902982065722258	0.7378727582152822	0.4894060844700698							0.5902982065722258	0.7889032106526008	0.4894060844700698								
NadigOConner2024_jurkat	CCND1	0.5186846424747581	0.7260260065931703	0.4991852389935872							0.5186846424747581	0.772957228738818	0.4991852389935872								
ReplogleWeissman2022_K562_essential	CCND1	0.0229176781184524	0.0980367341733798	0.5480362423085139							0.0229176781184524	0.0916707124738096	0.5480362423085139	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
ReplogleWeissman2022_K562_gwps	CCND1	0.714378832200114	0.8981778257139823	0.4906979483931493							0.714378832200114	0.9870652520763848	0.4906979483931493								
ReplogleWeissman2022_rpe1	CCND1	0.2118196145856881	0.3141990949687708	0.5298986535821724							0.2118196145856881	0.3925723523654754	0.5298986535821724								
NadigOConner2024_hepg2	CCNH	0.0474136375218386	0.1185340938045966	0.5496711862685355							0.0474136375218386	0.14425851416219	0.5496711862685355								
NadigOConner2024_jurkat	CCNH	7.523745257837458e-06	0.0001065863911526	0.5893063168371006							7.523745257837458e-06	0.0001128561788675	0.5893063168371006	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
ReplogleWeissman2022_K562_essential	CCNH	0.8917873397361271	0.9999881318155772	0.4580921768803769							0.8917873397361271	0.9999748558123746	0.4580921768803769								
ReplogleWeissman2022_K562_gwps	CCNH	0.4488361861960264	0.7886027772090635	0.5039823584823551							0.4488361861960264	0.874096614996425	0.5039823584823551								
ReplogleWeissman2022_rpe1	CCNH	1.5229844182059543e-09	9.681829515737853e-09	0.7178606456135194							1.5229844182059543e-09	1.2452637301801628e-08	0.7178606456135194	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
NadigOConner2024_hepg2	CCNK	0.2087615188277498	0.3613180133557208	0.5244856816479155							0.2087615188277498	0.3778847745869395	0.5244856816479155								
NadigOConner2024_jurkat	CCNK	0.0051154099130231	0.0289873228404642	0.5486308068200039							0.0051154099130231	0.0287741807607549	0.5486308068200039	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
ReplogleWeissman2022_K562_essential	CCNK	0.5273440934010574	0.8155985603347663	0.4988766320683825							0.5273440934010574	0.7670459540379017	0.4988766320683825								
ReplogleWeissman2022_K562_gwps	CCNK	0.8469960804731227	0.9741417727909524	0.4889803193583812							0.8469960804731227	0.9999973175522412	0.4889803193583812								
ReplogleWeissman2022_rpe1	CCNK	0.8521601806710369	0.9480282009965286	0.4835341404108184							0.8521601806710369	0.9999999999778226	0.4835341404108184								
ReplogleWeissman2022_K562_gwps	CCNT1	0.9893679056273336	0.99999988097155	0.4481809856251993							0.9893679056273336	0.9999973175522412	0.4481809856251993								
ReplogleWeissman2022_K562_gwps	CCNT2	0.8389913700839715	0.9741417727909524	0.4836245449954647							0.8389913700839715	0.9999973175522412	0.4836245449954647								
NadigOConner2024_hepg2	CDC6	0.0389039656287691	0.1029810854879183	0.5608597757579398							0.0389039656287691	0.1264378882934997	0.5608597757579398								
NadigOConner2024_jurkat	CDC6	0.6521599908326624	0.8455708565235106	0.4821166428990856							0.6521599908326624	0.8598498895451618	0.4821166428990856								
ReplogleWeissman2022_K562_essential	CDC6	0.5206130916574933	0.8155985603347663	0.4988994385177431							0.5206130916574933	0.7670459540379017	0.4988994385177431								
ReplogleWeissman2022_K562_gwps	CDC6	0.3635253323106159	0.7719967256735721	0.5093616195319883							0.3635253323106159	0.843819083453071	0.5093616195319883								
ReplogleWeissman2022_rpe1	CDC6	0.0126575011219429	0.02560267272393	0.570697888372908							0.0126575011219429	0.0314177259991083	0.570697888372908	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
NadigOConner2024_hepg2	CDK12	0.3700619600786381	0.5371867162431844	0.5232581759089987							0.3700619600786381	0.5945939358566882	0.5232581759089987								
NadigOConner2024_jurkat	CDK12	0.0006687732113445	0.0071057153705361	0.6545754923617519							0.0006687732113445	0.0069449525793475	0.6545754923617519	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
ReplogleWeissman2022_K562_gwps	CDK12	0.4002649640916262	0.7866076685626742	0.5099287453371754							0.4002649640916262	0.8459701870336926	0.5099287453371754								
ReplogleWeissman2022_rpe1	CDK12	0.0008553201836607	0.0021749570384517	0.6134390333391746							0.0008553201836607	0.0027648722216011	0.6134390333391746	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
NadigOConner2024_hepg2	CDK7	0.5465104915826586	0.7026563463205611	0.4920441465231228							0.5465104915826586	0.7442952409173351	0.4920441465231228								
NadigOConner2024_jurkat	CDK7	0.0114781449752914	0.0513495959420933	0.664242722925929							0.0114781449752914	0.0553410561308694	0.664242722925929	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
ReplogleWeissman2022_K562_essential	CDK7	0.031773146005087	0.1165015353519857	0.6300129294625985							0.031773146005087	0.1147933016957982	0.6300129294625985								
ReplogleWeissman2022_K562_gwps	CDK7	0.3766229728544813	0.7737890169555708	0.5168543350116805							0.3766229728544813	0.843819083453071	0.5168543350116805								
ReplogleWeissman2022_rpe1	CDK7	0.0191208733528221	0.0371087512158207	0.8452787756651772							0.0191208733528221	0.0451863178963926	0.8452787756651772	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
NadigOConner2024_hepg2	CDK9	0.0286962953557822	0.0825845435576048	0.5695214235738306							0.0286962953557822	0.0999753627829629	0.5695214235738306	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
NadigOConner2024_jurkat	CDK9	0.0723742171537983	0.2019633952994577	0.5540422535792326							0.0723742171537983	0.2252992220026041	0.5540422535792326								
ReplogleWeissman2022_K562_essential	CDK9	0.0023446429976397	0.0120358340545505	0.5707008718280557							0.0023446429976397	0.0119363643516203	0.5707008718280557	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
ReplogleWeissman2022_K562_gwps	CDK9	0.52817046576522	0.8289689877573613	0.4988178334401993							0.52817046576522	0.9174275484590948	0.4988178334401993								
ReplogleWeissman2022_rpe1	CDK9	0.0191798039991882	0.0371087512158207	0.6151399800747037							0.0191798039991882	0.0451863178963926	0.6151399800747037	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
FrangiehIzar2021_RNA	CDKN1A	0.2673991811407138	0.4902318320913087	0.5056179318412481							0.2673991811407138	0.6077254116834405	0.5056179318412481								
NormanWeissman2019_filtered	CDKN1A	0.9970843841378212	0.9970843841378212	0.4566459290151069							0.9970843841378212	1.0	0.4566459290151069								
FrangiehIzar2021_RNA	CDKN2A	0.0002882697955263	0.00090599078594	0.5340472095733007							0.0002882697955263	0.0012011241480265	0.5340472095733007	CausalPath			CausalPath	CausalPath, Ensemble	1.0	1.0	
ReplogleWeissman2022_K562_gwps	CDX1				0.4753806037638657	0.9022116990582304	0.5013647836672698				0.4753806037638657	0.894834077673159	0.5013647836672698								
ReplogleWeissman2022_K562_gwps	CDX2				0.7353133884004218	0.9559333566863149	0.489764461789931	0.2517252684271278	0.8412247588103643	0.510888255916235	0.4503204408226126	0.874096614996425	0.5020318224268545								
